rank,ticker,name,sector,industry,category,mcap_B,current_price,entry_level,fundamental,technical,visibility,corr_penalty,corr_status,leverage_penalty,lev_status,nd_ebitda,dte_pct,broken_base,composite,fwd_pe,fcf_yield_pct,rev_growth_pct,gross_margin_pct,roe_pct,rsi,ma200_dist_pct,rel_str_6m_pct,portfolio_corr,max_corr,max_corr_with,corr_null_reason,n_corr_obs,technical_precap,visibility_legacy,data_flags,in_portfolio
1,AVGO,Broadcom Inc.,Technology,Semiconductors,Growth,1702.7,357.89,383.66,20.0,17.8,22.0,0.0,ok,0.0,ok,0.68,,False,59.8,18.5,1.8,85.5,75.5,44.2,29.2,-3.1,-9.8,0.379,0.483,NVDA,,126,17.8,22.0,,True
2,GEV,GE Vernova Inc.,Industrials,Specialty Industrial Machinery,Compounder,250.9,941.95,1015.4,20.0,16.4,23.0,0.0,ok,0.0,ok,-2.29,,False,59.4,37.3,6.3,21.9,20.6,82.6,25.4,6.3,-0.0,0.395,0.468,AVGO,,126,16.4,23.0,,False
3,TSM,Taiwan Semiconductor Manufactu,Technology,Semiconductors,Growth,2224.5,428.91,420.41,24.0,15.0,21.0,-2.0,ok,0.0,ok,-0.77,,False,58.0,19.6,,36.0,64.2,40.0,48.7,15.4,10.1,0.591,0.654,NVDA,,126,15.0,21.0,fcf_yield_out_of_range(32.9),False
4,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,Compounder,4100.8,335.31,346.53,19.0,17.8,20.0,0.0,ok,0.0,ok,-0.7,,False,56.8,22.6,0.6,24.2,60.9,48.7,43.1,0.2,-4.0,0.345,0.302,BMNR,,126,17.8,20.0,,True
5,LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,Compounder,121.2,525.28,554.93,18.0,17.2,22.0,0.0,ok,-0.5,ok,1.73,,False,56.7,16.1,4.6,10.5,11.8,89.2,21.0,-5.5,-34.5,-0.067,0.151,AVGO,,126,17.2,22.0,,False
6,NVDA,NVIDIA Corporation,Technology,Semiconductors,Growth,5562.5,230.36,218.84,20.0,14.8,20.0,0.0,ok,0.0,ok,-0.12,,False,54.8,14.9,0.8,105.9,74.7,117.2,53.7,17.1,12.6,0.495,0.483,AVGO,,126,14.8,20.0,,True
7,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,Growth,244.4,193.78,184.09,19.0,17.4,18.0,0.0,ok,0.0,ok,-2.88,,False,54.4,37.6,1.6,37.7,63.0,31.5,43.5,27.5,27.7,0.436,0.555,AVGO,,126,17.4,20.0,,False
8,NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,Compounder,73.2,514.98,543.76,16.0,18.7,21.0,0.0,ok,-1.5,ok,2.03,,False,54.2,16.9,3.4,5.1,20.1,27.0,26.5,-14.5,-44.7,-0.016,0.236,AVGO,,126,18.7,21.0,,False
9,VRT,"Vertiv Holdings, LLC",Industrials,Electrical Equipment & Parts,Core,108.0,280.53,282.7,20.5,15.8,17.3,0.0,ok,0.0,ok,0.08,,False,53.6,30.8,2.5,24.1,38.0,43.9,44.1,9.0,-7.4,0.354,0.484,NVDA,,126,15.8,20.0,,False
10,BX,Blackstone Inc.,Financial Services,Asset Management,Core,162.7,136.15,132.59,22.5,19.5,10.0,0.0,ok,0.0,financial_na,,,False,52.0,18.2,,28.6,100.0,31.4,40.2,5.0,10.6,0.297,0.326,GOOG,,126,19.5,16.0,,False
11,NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,Core,57.5,227.84,250.27,22.0,20.2,10.0,0.0,ok,-0.5,ok,1.53,,False,51.7,12.6,6.2,19.5,56.1,27.9,43.9,-6.3,-2.0,0.218,0.399,AVGO,,126,20.2,14.0,,False
