rank,ticker,name,sector,industry,category,mcap_B,current_price,entry_level,fundamental,technical,visibility,corr_penalty,corr_status,leverage_penalty,lev_status,nd_ebitda,dte_pct,broken_base,composite,fwd_pe,fcf_yield_pct,rev_growth_pct,gross_margin_pct,roe_pct,rsi,ma200_dist_pct,rel_str_6m_pct,portfolio_corr,max_corr,max_corr_with,corr_null_reason,n_corr_obs,technical_precap,visibility_legacy,data_flags,in_portfolio
1,TSM,Taiwan Semiconductor Manufactu,Technology,Semiconductors,Growth,2091.8,403.31,424.79,24.0,18.4,21.0,-2.0,ok,0.0,ok,-0.8,,False,61.4,18.7,,36.0,64.2,40.0,39.0,13.5,12.7,0.579,0.663,NVDA,,126,18.4,21.0,fcf_yield_out_of_range(35.3),False
2,GEV,GE Vernova Inc.,Industrials,Specialty Industrial Machinery,Compounder,261.5,981.98,1025.25,20.0,18.0,23.0,0.0,ok,0.0,ok,-2.29,,False,61.0,39.4,6.0,21.9,20.6,82.6,39.0,17.7,30.2,0.39,0.48,AVGO,,126,18.0,23.0,,False
3,AVGO,Broadcom Inc.,Technology,Semiconductors,Growth,1845.2,387.84,395.74,20.0,18.0,22.0,0.0,ok,-0.5,ok,1.08,,False,59.5,19.9,1.5,47.9,76.3,37.3,45.0,6.2,10.8,0.429,0.534,NVDA,,126,18.0,22.0,,True
4,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,Growth,215.3,171.02,165.81,21.5,15.9,20.0,0.0,ok,0.0,ok,-2.92,,False,57.4,38.3,2.0,35.1,63.5,31.5,36.9,17.4,8.7,0.485,0.597,AVGO,,126,15.9,20.0,,False
5,NVDA,NVIDIA Corporation,Technology,Semiconductors,Growth,4724.1,195.04,206.57,20.0,18.6,20.0,-2.0,ok,0.0,ok,-0.24,,False,56.6,15.2,1.0,85.2,74.1,114.3,37.4,1.0,-5.4,0.556,0.534,AVGO,,126,18.6,20.0,,True
6,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,Compounder,4080.9,333.68,357.27,19.0,16.8,20.0,0.0,ok,0.0,ok,-0.7,,False,55.8,22.6,0.6,24.2,60.9,48.7,39.9,2.7,-8.1,0.284,0.303,BMNR,,126,16.8,20.0,,True
7,NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,Compounder,76.0,534.85,535.58,16.0,17.8,21.0,0.0,ok,-1.5,ok,2.03,,False,53.3,17.6,3.3,5.1,20.1,27.0,47.4,-11.7,-29.6,-0.077,0.227,AVGO,,126,17.8,21.0,,False
8,VRT,"Vertiv Holdings, LLC",Industrials,Electrical Equipment & Parts,Compounder,87.4,227.5,307.36,20.5,12.0,20.0,0.0,ok,0.0,ok,0.06,,True,52.5,25.2,3.1,24.1,38.0,43.9,16.9,-7.5,9.9,0.315,0.491,AVGO,,126,20.9,20.0,,False
9,POWL,"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts,Speculative,7.6,209.3,265.03,13.5,20.3,18.0,0.0,ok,0.0,ok,-2.34,,False,51.8,30.4,1.9,6.5,30.1,29.9,42.2,10.1,30.8,0.307,0.418,AVGO,,126,20.3,18.0,,False
10,TLN,Talen Energy Corporation,Utilities,Utilities - Independent Power ,Growth,15.9,332.54,375.72,19.0,18.7,19.0,0.0,ok,-5.0,ok,8.86,,False,51.7,11.7,8.7,96.7,40.1,-1.9,33.4,-9.4,-14.9,0.38,0.412,AVGO,,126,18.7,19.0,,False
11,ETN,"Eaton Corporation, PLC",Industrials,Specialty Industrial Machinery,Core,150.2,386.89,402.57,16.0,19.0,19.0,0.0,ok,-2.5,ok,3.32,,False,51.5,24.5,1.8,16.8,37.1,20.8,42.4,3.8,3.1,0.358,0.495,AVGO,,126,19.0,19.0,,False
12,CEG,Constellation Energy Corporati,Utilities,Utilities - Independent Power ,Growth,94.1,263.56,263.16,14.0,16.5,21.0,0.0,ok,-1.5,ok,2.71,,False,50.0,19.7,-4.8,63.8,23.3,16.1,59.8,-14.4,-14.8,0.258,0.315,BMNR,,126,16.5,21.0,,False
13,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,Core,3351.0,451.1,428.55,18.0,14.0,18.0,0.0,ok,0.0,ok,0.26,,False,50.0,19.5,1.1,18.3,68.3,34.0,73.6,4.1,-2.4,0.333,0.42,BMNR,,126,14.0,18.0,,True
14,UBER,"Uber Technologies, Inc.",Technology,Software - Application,Core,143.2,70.37,71.89,21.0,18.9,10.0,0.0,ok,0.0,ok,0.9,,False,49.9,15.9,4.6,14.5,39.6,35.3,38.8,-10.6,-20.6,0.269,0.282,GOOG,,126,18.9,15.0,,False
15,PTC,PTC Inc.,Technology,Software - Application,Core,15.7,136.3,129.49,24.0,15.8,10.0,0.0,ok,0.0,ok,0.71,,False,49.8,15.4,6.3,21.7,84.7,34.4,62.3,-11.7,-17.9,0.186,0.459,MSFT,,126,15.8,17.0,,False
16,LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,Compounder,132.5,574.11,545.4,18.0,10.3,22.0,0.0,ok,-0.5,ok,1.73,,False,49.8,17.5,4.2,10.5,11.8,89.2,72.3,5.8,-14.0,-0.101,0.119,AVGO,,126,10.3,22.0,,False
