rank,ticker,name,sector,industry,category,mcap_B,current_price,entry_level,fundamental,technical,visibility,corr_penalty,corr_status,leverage_penalty,lev_status,nd_ebitda,dte_pct,broken_base,composite,fwd_pe,fcf_yield_pct,rev_growth_pct,gross_margin_pct,roe_pct,rsi,ma200_dist_pct,rel_str_6m_pct,portfolio_corr,max_corr,max_corr_with,corr_null_reason,n_corr_obs,technical_precap,visibility_legacy,data_flags,in_portfolio
1,VRT,"Vertiv Holdings, LLC",Industrials,Electrical Equipment & Parts,Core,110.5,287.07,297.5,20.5,16.8,19.9,0.0,ok,0.0,ok,0.08,,False,57.2,31.6,2.4,24.1,38.0,43.9,48.9,14.5,7.3,0.372,0.503,AVGO,,126,16.8,20.0,,False
2,GEV,GE Vernova Inc.,Industrials,Specialty Industrial Machinery,Compounder,279.5,1049.42,1025.46,19.0,14.2,23.0,0.0,ok,0.0,ok,-2.29,,False,56.2,42.2,5.6,21.9,20.6,82.6,55.4,22.8,14.5,0.393,0.459,AVGO,,126,14.2,23.0,,False
3,AVGO,Broadcom Inc.,Technology,Semiconductors,Growth,1987.8,417.82,396.93,20.0,14.0,22.0,0.0,ok,-0.5,ok,1.08,,False,55.5,21.4,1.4,47.9,76.3,37.3,71.1,13.4,12.3,0.413,0.491,NVDA,,126,14.0,22.0,,True
4,TSM,Taiwan Semiconductor Manufactu,Technology,Semiconductors,Growth,2232.7,430.49,425.25,24.0,12.4,21.0,-2.0,ok,0.0,ok,-0.8,,False,55.4,19.8,,36.0,64.2,40.0,64.4,19.0,3.4,0.596,0.655,NVDA,,126,12.4,21.0,fcf_yield_out_of_range(33.1),False
5,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,Compounder,4206.4,343.94,352.55,19.0,14.9,20.0,0.0,ok,0.0,ok,-0.7,,False,53.9,23.3,0.5,24.2,60.9,48.7,62.5,4.2,-2.9,0.34,0.31,BMNR,,126,14.9,20.0,,True
6,POWL,"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts,Speculative,7.4,204.04,250.3,17.5,17.3,18.0,0.0,ok,0.0,ok,-2.67,,False,52.8,30.0,2.6,8.9,30.1,28.3,36.8,4.7,-10.8,0.399,0.464,AVGO,,126,17.3,18.0,,False
7,META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,Core,1515.7,594.97,597.8,18.0,17.2,17.0,0.0,ok,0.0,ok,0.2,,False,52.2,17.1,1.4,28.0,81.7,29.8,49.9,-5.3,-22.5,0.404,0.379,GOOG,,126,17.2,15.0,,False
8,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,Growth,256.8,203.62,193.44,19.0,12.9,20.0,0.0,ok,0.0,ok,-2.88,,False,51.9,39.5,1.5,37.7,63.0,31.5,66.0,37.5,36.6,0.44,0.558,AVGO,,126,12.9,20.0,,False
9,LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,Compounder,138.0,598.01,568.11,18.0,11.6,22.0,0.0,ok,-0.5,ok,1.73,,False,51.1,18.3,4.0,10.5,11.8,89.2,58.0,9.2,-19.8,-0.11,0.181,AVGO,,126,11.6,22.0,,False
10,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,Growth,74.2,141.41,137.91,24.0,16.8,10.0,0.0,ok,0.0,ok,0.23,,False,50.8,9.7,6.0,58.7,62.6,22.5,44.5,13.4,6.8,-0.326,0.315,NVDA,,126,16.8,14.0,,False
11,NVDA,NVIDIA Corporation,Technology,Semiconductors,Growth,5457.0,225.3,214.04,20.0,12.7,20.0,-2.0,ok,0.0,ok,-0.24,,False,50.7,17.6,0.8,85.2,74.1,114.3,63.9,15.7,6.4,0.528,0.491,AVGO,,126,12.7,20.0,,True
12,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,Cyclical,17.7,117.05,114.92,22.0,18.3,10.0,0.0,ok,0.0,ok,0.29,,False,50.3,11.2,7.2,17.6,42.5,29.9,40.4,12.4,11.3,-0.341,0.321,GOOG,,126,18.3,12.0,,False
13,OXY,Occidental Petroleum Corporati,Energy,Oil & Gas E&P,Growth,57.7,57.7,54.82,22.5,17.5,10.0,0.0,ok,0.0,ok,0.76,,False,50.0,14.5,6.6,53.4,73.3,10.6,51.2,13.6,13.3,-0.281,0.312,GOOG,,126,17.5,14.0,,False
14,TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,Core,25.9,128.39,146.55,23.0,17.1,10.0,0.0,ok,-0.5,ok,1.45,,False,49.6,16.4,5.9,21.2,76.2,60.9,38.3,-5.9,-29.8,0.231,0.257,GOOG,,126,17.1,13.0,,False
15,EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,Core,46.5,104.58,110.68,20.5,19.5,10.0,0.0,ok,-0.5,ok,1.24,,False,49.5,15.6,3.4,14.8,72.1,46.6,43.7,7.7,18.0,0.173,0.222,GOOG,,126,19.5,13.0,,False
16,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,Core,3689.6,496.88,472.04,18.0,13.1,17.9,0.0,ok,0.0,ok,0.27,,False,49.0,21.1,0.4,17.7,67.9,34.0,86.3,15.0,9.8,0.316,0.335,BMNR,,126,13.1,18.0,,True
17,NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,Core,58.5,231.91,275.45,22.0,17.4,10.0,0.0,ok,-0.5,ok,1.53,,False,48.9,12.8,6.1,19.5,56.1,27.9,30.5,-3.9,-17.9,0.234,0.396,AVGO,,126,17.4,14.0,,False
18,APP,Applovin Corporation,Communication Services,Advertising Agencies,Growth,105.0,312.67,455.34,22.5,16.4,10.0,0.0,ok,0.0,ok,0.09,,False,48.9,14.7,3.0,52.8,88.5,203.7,32.6,-38.7,-28.9,0.405,0.345,BMNR,,126,16.4,15.0,,False
19,CEG,Constellation Energy Corporati,Utilities,Utilities - Independent Power ,Compounder,98.7,278.64,264.71,12.5,17.8,21.0,0.0,ok,-2.5,ok,3.02,,False,48.8,20.9,-6.7,23.0,22.1,15.1,53.4,-7.9,-12.9,0.19,0.24,AVGO,,126,17.8,21.0,,False
20,CINF,Cincinnati Financial Corporati,Financial Services,Insurance - Property & Casualt,Growth,26.5,172.67,176.58,22.0,16.8,10.0,0.0,ok,0.0,financial_na,,,False,48.8,19.1,11.3,31.6,31.1,21.5,29.9,4.2,-8.9,-0.165,0.311,AVGO,,126,16.8,14.0,,False
21,GDDY,GoDaddy Inc.,Technology,Software - Infrastructure,Core,12.7,100.5,95.48,22.0,17.2,10.0,0.0,ok,-0.5,ok,1.91,,False,48.7,9.1,9.5,6.6,63.8,442.9,56.5,1.7,-0.3,-0.056,0.168,AVGO,,126,17.2,17.0,,False
22,QCOM,QUALCOMM Incorporated,Technology,Semiconductors,Core,173.0,164.79,185.56,19.0,19.7,10.0,0.0,ok,0.0,ok,0.58,,False,48.7,16.1,5.9,-4.0,54.2,33.8,48.3,-2.0,5.6,0.291,0.406,AVGO,,126,19.7,14.0,,False
23,NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,Compounder,81.6,574.74,546.0,16.0,13.1,21.0,0.0,ok,-1.5,ok,2.03,,False,48.6,18.9,3.0,5.1,20.1,27.0,73.0,-4.8,-31.2,-0.057,0.239,AVGO,,126,13.1,21.0,,False
24,SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchang,Core,124.6,422.67,422.25,19.5,18.9,10.0,0.0,ok,0.0,financial_na,,,False,48.4,20.9,4.4,10.4,70.9,14.3,47.6,-6.7,-7.5,0.115,0.343,MSFT,,126,18.9,16.0,,False
25,AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,Core,2859.8,265.13,251.87,17.0,16.4,17.0,-2.0,ok,0.0,ok,0.76,,False,48.4,25.5,0.1,19.6,50.8,30.6,67.7,11.6,18.7,0.583,0.632,GOOG,,126,16.4,17.0,,False
26,GD,General Dynamics Corporation,Industrials,Aerospace & Defense,Compounder,106.3,392.96,373.31,14.5,12.9,20.9,0.0,ok,0.0,ok,0.78,,False,48.3,21.2,4.1,8.1,15.4,17.8,56.7,12.1,1.7,-0.0,0.142,NVDA,,126,12.9,21.0,,False
27,SNDK,Sandisk Corporation,Technology,Computer Hardware,Growth,223.1,1528.11,1659.43,22.5,15.8,10.0,0.0,ok,0.0,ok,-0.38,,False,48.3,5.8,3.5,371.6,71.5,91.6,53.1,70.6,128.3,0.375,0.437,AVGO,,126,15.8,15.0,,False
28,TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,Core,23.7,111.3,113.13,20.5,17.5,10.0,0.0,ok,0.0,financial_na,,,False,48.0,10.8,8.5,10.7,51.6,19.4,39.7,9.1,7.1,0.26,0.313,BMNR,,126,17.5,15.0,,False
29,CBOE,"Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchang,Core,30.6,293.08,278.43,20.5,17.4,10.0,0.0,ok,0.0,financial_na,,,False,47.9,19.2,2.2,22.9,54.1,26.3,54.2,4.3,-5.6,-0.119,0.205,AVGO,,126,17.4,15.0,,False
30,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,Core,12.7,93.3,103.71,21.0,16.9,10.0,0.0,ok,0.0,ok,-0.85,,False,47.9,11.2,6.9,5.7,57.8,42.6,45.2,-8.6,-33.7,0.256,0.339,GOOG,,126,16.9,12.0,,False
31,NFLX,"Netflix, Inc.",Communication Services,Entertainment,Core,325.8,78.24,74.91,23.0,14.9,10.0,0.0,ok,0.0,ok,0.51,,False,47.9,20.5,7.8,13.4,49.1,49.5,73.7,-12.4,-11.0,0.107,0.195,MSFT,,126,14.9,14.0,,False
32,TLN,Talen Energy Corporation,Utilities,Utilities - Independent Power ,Growth,17.2,358.4,371.06,17.5,16.1,19.0,0.0,ok,-5.0,ok,16.05,,False,47.6,12.3,7.3,111.2,42.1,-12.8,49.5,-1.5,-16.7,0.35,0.361,AVGO,,126,16.1,19.0,,False
33,FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchang,Core,10.2,287.18,272.82,21.0,16.5,10.0,0.0,ok,0.0,financial_na,,,False,47.5,14.6,6.1,6.4,51.4,27.0,67.0,16.4,28.8,0.018,0.334,MSFT,,126,16.5,15.0,,False
34,INCY,Incyte Corporation,Healthcare,Biotechnology,Growth,24.4,120.52,114.49,23.0,14.3,10.0,0.0,ok,0.0,ok,-2.32,,False,47.3,13.6,4.8,37.7,55.7,30.7,54.4,17.3,5.5,-0.09,0.179,AVGO,,126,14.3,16.0,,False
35,PGR,Progressive Corporation (The),Financial Services,Insurance - Property & Casualt,Core,121.4,208.87,213.39,19.5,17.7,10.0,0.0,ok,0.0,financial_na,,,False,47.2,12.8,12.4,7.3,18.5,34.9,41.7,0.8,-12.4,-0.325,0.348,NVDA,,126,17.7,14.0,,False
36,ALL,Allstate Corporation (The),Financial Services,Insurance - Property & Casualt,Core,65.9,260.48,247.46,22.0,15.2,10.0,0.0,ok,0.0,financial_na,,,False,47.2,9.5,23.0,11.8,36.8,46.1,50.4,20.4,12.6,-0.271,0.344,NVDA,,126,15.2,14.0,,False
37,MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchang,Core,84.6,488.42,473.13,20.5,16.5,10.0,0.0,ok,0.0,financial_na,,,False,47.0,25.8,3.0,15.1,75.0,76.9,64.8,3.8,4.1,0.173,0.336,MSFT,,126,16.5,16.0,,False
38,UBER,"Uber Technologies, Inc.",Technology,Software - Application,Core,155.0,75.88,72.17,21.0,16.4,10.0,0.0,ok,-0.5,ok,1.25,,False,46.9,17.2,4.7,12.2,40.8,37.2,69.4,-2.3,-7.6,0.295,0.327,MSFT,,126,16.4,16.0,,False
39,AAPL,Apple Inc.,Technology,Consumer Electronics,Core,4455.0,305.26,309.28,20.5,16.4,10.0,0.0,ok,0.0,ok,0.13,,False,46.9,32.1,2.4,16.4,48.7,148.8,29.5,9.0,2.6,0.221,0.244,BMNR,,126,16.4,14.0,,False
40,BRO,"Brown & Brown, Inc.",Financial Services,Insurance Brokers,Growth,24.0,71.61,68.03,21.5,15.3,10.0,0.0,ok,0.0,financial_na,,,False,46.8,14.8,6.9,32.4,56.3,10.0,62.6,2.5,-10.8,-0.187,0.382,AVGO,,126,15.3,15.0,,False
