date,R_t,n_indicators
2013-03-28,0.3594,22
2013-04-01,0.34,22
2013-04-02,0.3123,22
2013-04-03,0.3531,22
2013-04-04,0.3478,22
2013-04-05,0.3719,22
2013-04-08,0.3575,22
2013-04-09,0.3405,22
2013-04-10,0.3346,22
2013-04-11,0.3384,22
2013-04-12,0.3338,22
2013-04-15,0.425,22
2013-04-16,0.3316,22
2013-04-17,0.413,22
2013-04-18,0.4265,22
2013-04-19,0.3878,22
2013-04-22,0.3842,22
2013-04-23,0.3552,22
2013-04-24,0.3712,22
2013-04-25,0.3757,22
2013-04-26,0.3744,22
2013-04-29,0.3702,22
2013-04-30,0.3554,22
2013-05-01,0.3558,22
2013-05-02,0.3408,22
2013-05-03,0.3052,22
2013-05-06,0.3014,22
2013-05-07,0.2886,22
2013-05-08,0.2893,22
2013-05-09,0.2875,22
2013-05-10,0.2706,22
2013-05-13,0.2454,22
2013-05-14,0.2668,22
2013-05-15,0.2547,22
2013-05-16,0.2452,22
2013-05-17,0.2134,22
2013-05-20,0.2721,22
2013-05-21,0.2798,22
2013-05-22,0.2908,22
2013-05-23,0.2893,22
2013-05-24,0.2834,22
2013-05-28,0.3119,22
2013-05-29,0.3012,22
2013-05-30,0.2773,22
2013-05-31,0.3264,22
2013-06-03,0.3315,22
2013-06-04,0.3489,22
2013-06-05,0.3832,22
2013-06-06,0.3569,22
2013-06-07,0.3407,22
2013-06-10,0.3441,22
2013-06-11,0.3876,22
2013-06-12,0.4195,22
2013-06-13,0.3747,22
2013-06-14,0.3973,22
2013-06-17,0.3801,22
2013-06-18,0.3714,22
2013-06-19,0.3803,22
2013-06-20,0.4376,22
2013-06-21,0.4368,22
2013-06-24,0.4556,22
2013-06-25,0.4372,22
2013-06-26,0.4111,22
2013-06-27,0.3925,22
2013-06-28,0.4097,22
2013-07-01,0.451,22
2013-07-02,0.4515,22
2013-07-03,0.4491,22
2013-07-05,0.3995,22
2013-07-08,0.4054,22
2013-07-09,0.4094,22
2013-07-10,0.4046,22
2013-07-11,0.3989,22
2013-07-12,0.377,22
2013-07-15,0.3761,22
2013-07-16,0.3957,22
2013-07-17,0.3805,22
2013-07-18,0.376,22
2013-07-19,0.3241,22
2013-07-22,0.3222,22
2013-07-23,0.327,22
2013-07-24,0.3173,22
2013-07-25,0.3164,22
2013-07-26,0.3035,22
2013-07-29,0.3154,22
2013-07-30,0.3156,22
2013-07-31,0.3268,22
2013-08-01,0.3322,22
2013-08-02,0.3116,22
2013-08-05,0.3142,22
2013-08-06,0.3182,22
2013-08-07,0.3251,22
2013-08-08,0.3136,22
2013-08-09,0.3072,22
2013-08-12,0.3229,22
2013-08-13,0.3194,22
2013-08-14,0.315,22
2013-08-15,0.3831,22
2013-08-16,0.3714,22
2013-08-19,0.3916,22
2013-08-20,0.3905,22
2013-08-21,0.4256,22
2013-08-22,0.3794,22
2013-08-23,0.3616,22
2013-08-26,0.4011,22
2013-08-27,0.4669,22
2013-08-28,0.4609,22
2013-08-29,0.4637,22
2013-08-30,0.4722,22
2013-09-03,0.4698,22
2013-09-04,0.4408,22
2013-09-05,0.433,22
2013-09-06,0.4249,22
2013-09-09,0.4117,22
2013-09-10,0.3655,22
2013-09-11,0.3433,22
2013-09-12,0.3707,22
2013-09-13,0.3508,22
2013-09-16,0.3681,22
2013-09-17,0.3553,22
2013-09-18,0.3515,22
2013-09-19,0.3328,22
2013-09-20,0.3152,22
2013-09-23,0.3334,22
2013-09-24,0.3246,22
2013-09-25,0.3305,22
2013-09-26,0.3075,22
2013-09-27,0.3443,22
2013-09-30,0.3795,22
2013-10-01,0.3818,22
2013-10-02,0.4267,22
2013-10-03,0.4577,22
2013-10-04,0.4387,22
2013-10-07,0.4701,22
2013-10-08,0.489,22
2013-10-09,0.4795,22
2013-10-10,0.4692,22
2013-10-11,0.4055,22
2013-10-14,0.4099,22
2013-10-15,0.4476,22
2013-10-16,0.3654,22
2013-10-17,0.3031,22
2013-10-18,0.2743,22
2013-10-21,0.2746,22
2013-10-22,0.2834,22
2013-10-23,0.2859,22
2013-10-24,0.2801,22
2013-10-25,0.2704,22
2013-10-28,0.2819,22
2013-10-29,0.2813,22
2013-10-30,0.2903,22
2013-10-31,0.2882,22
2013-11-01,0.2326,22
2013-11-04,0.2334,22
2013-11-05,0.2474,22
2013-11-06,0.2558,22
2013-11-07,0.2711,22
2013-11-08,0.2351,22
2013-11-11,0.2204,22
2013-11-12,0.221,22
2013-11-13,0.2122,22
2013-11-14,0.2118,22
2013-11-15,0.2035,22
2013-11-18,0.2328,22
2013-11-19,0.2296,22
2013-11-20,0.2304,22
2013-11-21,0.2247,22
2013-11-22,0.1981,22
2013-11-25,0.2127,22
2013-11-26,0.206,22
2013-11-27,0.2117,22
2013-11-29,0.2354,22
2013-12-02,0.2567,22
2013-12-03,0.2677,22
2013-12-04,0.271,22
2013-12-05,0.2892,22
2013-12-06,0.2572,22
2013-12-09,0.2539,22
2013-12-10,0.266,22
2013-12-11,0.3288,22
2013-12-12,0.3458,22
2013-12-13,0.3451,22
2013-12-16,0.3355,22
2013-12-17,0.3367,22
2013-12-18,0.2537,22
2013-12-19,0.2664,22
2013-12-20,0.2474,22
2013-12-23,0.2258,22
2013-12-24,0.2116,22
2013-12-26,0.2142,22
2013-12-27,0.2109,22
2013-12-30,0.2328,22
2013-12-31,0.2433,22
2014-01-02,0.2109,22
2014-01-03,0.2003,22
2014-01-06,0.2049,22
2014-01-07,0.2022,22
2014-01-08,0.199,22
2014-01-09,0.2053,22
2014-01-10,0.1783,22
2014-01-13,0.2035,22
2014-01-14,0.1649,22
2014-01-15,0.165,22
2014-01-16,0.1762,22
2014-01-17,0.1838,22
2014-01-21,0.2006,22
2014-01-22,0.205,22
2014-01-23,0.2405,22
2014-01-24,0.3624,22
2014-01-27,0.3677,22
2014-01-28,0.342,22
2014-01-29,0.3815,22
2014-01-30,0.3812,22
2014-01-31,0.4146,22
2014-02-03,0.4342,22
2014-02-04,0.4314,22
2014-02-05,0.4291,22
2014-02-06,0.4223,22
2014-02-07,0.3537,22
2014-02-10,0.357,22
2014-02-11,0.3307,22
2014-02-12,0.326,22
2014-02-13,0.3095,22
2014-02-14,0.2412,22
2014-02-18,0.2788,22
2014-02-19,0.3271,22
2014-02-20,0.2875,22
2014-02-21,0.288,22
2014-02-24,0.2727,22
2014-02-25,0.2807,22
2014-02-26,0.2773,22
2014-02-27,0.2708,22
2014-02-28,0.2548,22
2014-03-03,0.3497,22
2014-03-04,0.2617,22
2014-03-05,0.2509,22
2014-03-06,0.2565,22
2014-03-07,0.2633,22
2014-03-10,0.2662,22
2014-03-11,0.2909,22
2014-03-12,0.2717,22
2014-03-13,0.3492,22
2014-03-14,0.3897,22
2014-03-17,0.332,22
2014-03-18,0.2853,22
2014-03-19,0.2925,22
2014-03-20,0.2692,22
2014-03-21,0.298,22
2014-03-24,0.3063,22
2014-03-25,0.2853,22
2014-03-26,0.3373,22
2014-03-27,0.3322,22
2014-03-28,0.3121,22
2014-03-31,0.2948,22
2014-04-01,0.2728,22
2014-04-02,0.2703,22
2014-04-03,0.2811,22
2014-04-04,0.326,22
2014-04-07,0.3809,22
2014-04-08,0.3679,22
2014-04-09,0.3109,22
2014-04-10,0.4112,22
2014-04-11,0.4598,22
2014-04-14,0.4483,22
2014-04-15,0.4146,22
2014-04-16,0.3749,22
2014-04-17,0.3694,22
2014-04-21,0.3831,22
2014-04-22,0.3511,22
2014-04-23,0.3533,22
2014-04-24,0.3638,22
2014-04-25,0.4031,22
2014-04-28,0.3958,22
2014-04-29,0.3793,22
2014-04-30,0.3637,22
2014-05-01,0.3533,22
2014-05-02,0.3501,22
2014-05-05,0.3593,22
2014-05-06,0.3893,22
2014-05-07,0.3785,22
2014-05-08,0.3823,22
2014-05-09,0.3527,22
2014-05-12,0.3284,22
2014-05-13,0.3325,22
2014-05-14,0.3612,22
2014-05-15,0.3915,22
2014-05-16,0.355,22
2014-05-19,0.3461,22
2014-05-20,0.3731,22
2014-05-21,0.3544,22
2014-05-22,0.3584,22
2014-05-23,0.3362,22
2014-05-27,0.3403,22
2014-05-28,0.3515,22
2014-05-29,0.3461,22
2014-05-30,0.3391,22
2014-06-02,0.3406,22
2014-06-03,0.3423,22
2014-06-04,0.3484,22
2014-06-05,0.335,22
2014-06-06,0.3221,22
2014-06-09,0.3274,22
2014-06-10,0.3184,22
2014-06-11,0.3361,22
2014-06-12,0.3786,22
2014-06-13,0.363,22
2014-06-16,0.382,22
2014-06-17,0.3457,22
2014-06-18,0.3206,22
2014-06-19,0.3047,22
2014-06-20,0.3081,22
2014-06-23,0.3069,22
2014-06-24,0.3628,22
2014-06-25,0.3457,22
2014-06-26,0.3568,22
2014-06-27,0.3471,22
2014-06-30,0.3471,22
2014-07-01,0.2958,22
2014-07-02,0.2767,22
2014-07-03,0.2617,22
2014-07-07,0.3109,22
2014-07-08,0.3496,22
2014-07-09,0.3396,22
2014-07-10,0.3865,22
2014-07-11,0.3822,22
2014-07-14,0.3677,22
2014-07-15,0.3714,22
2014-07-16,0.3475,22
2014-07-17,0.481,22
2014-07-18,0.4072,22
2014-07-21,0.4375,22
2014-07-22,0.4034,22
2014-07-23,0.3856,22
2014-07-24,0.3925,22
2014-07-25,0.4436,22
2014-07-28,0.44,22
2014-07-29,0.476,22
2014-07-30,0.4739,22
2014-07-31,0.5609,22
2014-08-01,0.6055,22
2014-08-04,0.5802,22
2014-08-05,0.6194,22
2014-08-06,0.6173,22
2014-08-07,0.6257,22
2014-08-08,0.6323,22
2014-08-11,0.5783,22
2014-08-12,0.5768,22
2014-08-13,0.5325,22
2014-08-14,0.4887,22
2014-08-15,0.4858,22
2014-08-18,0.4518,22
2014-08-19,0.4365,22
2014-08-20,0.4282,22
2014-08-21,0.4251,22
2014-08-22,0.4138,22
2014-08-25,0.4164,22
2014-08-26,0.4253,22
2014-08-27,0.4184,22
2014-08-28,0.4154,22
2014-08-29,0.451,22
2014-09-02,0.4743,22
2014-09-03,0.4836,22
2014-09-04,0.4865,22
2014-09-05,0.4587,22
2014-09-08,0.475,22
2014-09-09,0.496,22
2014-09-10,0.4862,22
2014-09-11,0.4861,22
2014-09-12,0.5361,22
2014-09-15,0.5638,22
2014-09-16,0.5187,22
2014-09-17,0.4605,22
2014-09-18,0.4286,22
2014-09-19,0.4476,22
2014-09-22,0.5189,22
2014-09-23,0.5845,22
2014-09-24,0.5444,22
2014-09-25,0.6205,22
2014-09-26,0.6155,22
2014-09-29,0.6489,22
2014-09-30,0.6647,22
2014-10-01,0.8156,22
2014-10-02,0.7971,22
2014-10-03,0.7676,22
2014-10-06,0.7858,22
2014-10-07,0.8427,22
2014-10-08,0.7881,22
2014-10-09,0.8513,22
2014-10-10,0.8303,22
2014-10-13,0.8359,22
2014-10-14,0.8471,22
2014-10-15,0.8698,22
2014-10-16,0.8481,22
2014-10-17,0.8306,22
2014-10-20,0.8388,22
2014-10-21,0.7812,22
2014-10-22,0.8173,22
2014-10-23,0.7818,22
2014-10-24,0.7722,22
2014-10-27,0.7757,22
2014-10-28,0.7324,22
2014-10-29,0.7583,22
2014-10-30,0.7441,22
2014-10-31,0.7104,22
2014-11-03,0.7252,22
2014-11-04,0.7312,22
2014-11-05,0.705,22
2014-11-06,0.69,22
2014-11-07,0.6812,22
2014-11-10,0.6533,22
2014-11-11,0.6696,22
2014-11-12,0.6751,22
2014-11-13,0.6809,22
2014-11-14,0.6673,22
2014-11-17,0.6991,22
2014-11-18,0.6616,22
2014-11-19,0.6798,22
2014-11-20,0.6234,22
2014-11-21,0.6195,22
2014-11-24,0.6106,22
2014-11-25,0.6085,22
2014-11-26,0.6039,22
2014-11-28,0.643,22
2014-12-01,0.6912,22
2014-12-02,0.6731,22
2014-12-03,0.6263,22
2014-12-04,0.6495,22
2014-12-05,0.6378,22
2014-12-08,0.6726,22
2014-12-09,0.6958,22
2014-12-10,0.7893,22
2014-12-11,0.7887,22
2014-12-12,0.8115,22
2014-12-15,0.7903,22
2014-12-16,0.818,22
2014-12-17,0.8162,22
2014-12-18,0.7724,22
2014-12-19,0.7168,22
2014-12-22,0.7037,22
2014-12-23,0.6792,22
2014-12-24,0.6805,22
2014-12-26,0.6589,22
2014-12-29,0.7029,22
2014-12-30,0.6877,22
2014-12-31,0.7564,22
2015-01-02,0.8016,22
2015-01-05,0.8462,22
2015-01-06,0.8655,22
2015-01-07,0.8516,22
2015-01-08,0.8049,22
2015-01-09,0.8209,22
2015-01-12,0.8552,22
2015-01-13,0.8576,22
2015-01-14,0.8395,22
2015-01-15,0.8844,22
2015-01-16,0.8447,22
2015-01-20,0.854,22
2015-01-21,0.8004,22
2015-01-22,0.7433,22
2015-01-23,0.7643,22
2015-01-26,0.7388,22
2015-01-27,0.8019,22
2015-01-28,0.8646,22
2015-01-29,0.822,22
2015-01-30,0.8661,22
2015-02-02,0.8261,22
2015-02-03,0.7925,22
2015-02-04,0.8124,22
2015-02-05,0.7844,22
2015-02-06,0.7816,22
2015-02-09,0.7802,22
2015-02-10,0.7633,22
2015-02-11,0.7505,22
2015-02-12,0.7149,22
2015-02-13,0.7057,22
2015-02-17,0.7074,22
2015-02-18,0.6729,22
2015-02-19,0.68,22
2015-02-20,0.6863,22
2015-02-23,0.6593,22
2015-02-24,0.6454,22
2015-02-25,0.6522,22
2015-02-26,0.6922,22
2015-02-27,0.6851,22
2015-03-02,0.6688,22
2015-03-03,0.6943,22
2015-03-04,0.6876,22
2015-03-05,0.6784,22
2015-03-06,0.7025,22
2015-03-09,0.6976,22
2015-03-10,0.7464,22
2015-03-11,0.7596,22
2015-03-12,0.7247,22
2015-03-13,0.7437,22
2015-03-16,0.7234,22
2015-03-17,0.7232,22
2015-03-18,0.6787,22
2015-03-19,0.6868,22
2015-03-20,0.6575,22
2015-03-23,0.6781,22
2015-03-24,0.6919,22
2015-03-25,0.7507,22
2015-03-26,0.7665,22
2015-03-27,0.7438,22
2015-03-30,0.7149,22
2015-03-31,0.7379,22
2015-04-01,0.7309,22
2015-04-02,0.7094,22
2015-04-06,0.721,22
2015-04-07,0.7251,22
2015-04-08,0.7,22
2015-04-09,0.6665,22
2015-04-10,0.635,22
2015-04-13,0.6813,22
2015-04-14,0.6694,22
2015-04-15,0.6567,22
2015-04-16,0.6532,22
2015-04-17,0.6982,22
2015-04-20,0.669,22
2015-04-21,0.6695,22
2015-04-22,0.6406,22
2015-04-23,0.642,22
2015-04-24,0.6335,22
2015-04-27,0.6468,22
2015-04-28,0.6195,22
2015-04-29,0.6295,22
2015-04-30,0.6881,22
2015-05-01,0.5936,22
2015-05-04,0.5887,22
2015-05-05,0.6279,22
2015-05-06,0.6504,22
2015-05-07,0.6484,22
2015-05-08,0.5854,22
2015-05-11,0.6037,22
2015-05-12,0.5931,22
2015-05-13,0.5859,22
2015-05-14,0.5563,22
2015-05-15,0.5615,22
2015-05-18,0.5679,22
2015-05-19,0.5582,22
2015-05-20,0.5698,22
2015-05-21,0.569,22
2015-05-22,0.567,22
2015-05-26,0.6253,22
2015-05-27,0.5927,22
2015-05-28,0.5859,22
2015-05-29,0.6197,22
2015-06-01,0.6243,22
2015-06-02,0.6193,22
2015-06-03,0.5831,22
2015-06-04,0.6252,22
2015-06-05,0.6078,22
2015-06-08,0.6361,22
2015-06-09,0.6104,22
2015-06-10,0.5753,22
2015-06-11,0.558,22
2015-06-12,0.6042,22
2015-06-15,0.6538,22
2015-06-16,0.6466,22
2015-06-17,0.6302,22
2015-06-18,0.5874,22
2015-06-19,0.6173,22
2015-06-22,0.5669,22
2015-06-23,0.544,22
2015-06-24,0.5814,22
2015-06-25,0.5885,22
2015-06-26,0.5707,22
2015-06-29,0.6839,22
2015-06-30,0.675,22
2015-07-01,0.6444,22
2015-07-02,0.6575,22
2015-07-06,0.6993,22
2015-07-07,0.6892,22
2015-07-08,0.7436,22
2015-07-09,0.7258,22
2015-07-10,0.6751,22
2015-07-13,0.5846,22
2015-07-14,0.5722,22
2015-07-15,0.5757,22
2015-07-16,0.5467,22
2015-07-17,0.5012,22
2015-07-20,0.5059,22
2015-07-21,0.5086,22
2015-07-22,0.482,22
2015-07-23,0.5276,22
2015-07-24,0.5651,22
2015-07-27,0.6153,22
2015-07-28,0.5575,22
2015-07-29,0.5397,22
2015-07-30,0.5282,22
2015-07-31,0.5381,22
2015-08-03,0.5659,22
2015-08-04,0.5662,22
2015-08-05,0.5464,22
2015-08-06,0.5638,22
2015-08-07,0.5838,22
2015-08-10,0.5388,22
2015-08-11,0.5756,22
2015-08-12,0.5918,22
2015-08-13,0.5817,22
2015-08-14,0.5784,22
2015-08-17,0.5827,22
2015-08-18,0.5782,22
2015-08-19,0.6271,22
2015-08-20,0.7191,22
2015-08-21,0.722,22
2015-08-24,0.7337,22
2015-08-25,0.7358,22
2015-08-26,0.7201,22
2015-08-27,0.7024,22
2015-08-28,0.6902,22
2015-08-31,0.6999,22
2015-09-01,0.7609,22
2015-09-02,0.7345,22
2015-09-03,0.7061,22
2015-09-04,0.7126,22
2015-09-08,0.6959,22
2015-09-09,0.6972,22
2015-09-10,0.685,22
2015-09-11,0.7231,22
2015-09-14,0.6985,22
2015-09-15,0.6622,22
2015-09-16,0.6447,22
2015-09-17,0.6723,22
2015-09-18,0.7338,22
2015-09-21,0.6482,22
2015-09-22,0.682,22
2015-09-23,0.6764,22
2015-09-24,0.7021,22
2015-09-25,0.6889,22
2015-09-28,0.7303,22
2015-09-29,0.7297,22
2015-09-30,0.7546,22
2015-10-01,0.7385,22
2015-10-02,0.751,22
2015-10-05,0.6754,22
2015-10-06,0.6849,22
2015-10-07,0.6567,22
2015-10-08,0.6309,22
2015-10-09,0.6146,22
2015-10-12,0.6042,22
2015-10-13,0.6427,22
2015-10-14,0.6564,22
2015-10-15,0.6201,22
2015-10-16,0.6177,22
2015-10-19,0.6108,22
2015-10-20,0.6153,22
2015-10-21,0.6507,22
2015-10-22,0.6596,22
2015-10-23,0.5829,22
2015-10-26,0.5989,22
2015-10-27,0.6026,22
2015-10-28,0.5606,22
2015-10-29,0.5468,22
2015-10-30,0.5787,22
2015-11-02,0.523,22
2015-11-03,0.5242,22
2015-11-04,0.5353,22
2015-11-05,0.5241,22
2015-11-06,0.4952,22
2015-11-09,0.5448,22
2015-11-10,0.5295,22
2015-11-11,0.543,22
2015-11-12,0.5729,22
2015-11-13,0.6211,22
2015-11-16,0.5986,22
2015-11-17,0.6018,22
2015-11-18,0.558,22
2015-11-19,0.5619,22
2015-11-20,0.5661,22
2015-11-23,0.5457,22
2015-11-24,0.5537,22
2015-11-25,0.5446,22
2015-11-27,0.56,22
2015-11-30,0.6005,22
2015-12-01,0.6054,22
2015-12-02,0.6327,22
2015-12-03,0.6435,22
2015-12-04,0.6018,22
2015-12-07,0.634,22
2015-12-08,0.6669,22
2015-12-09,0.7008,22
2015-12-10,0.692,22
2015-12-11,0.7615,22
2015-12-14,0.7391,22
2015-12-15,0.7166,22
2015-12-16,0.6834,22
2015-12-17,0.7261,22
2015-12-18,0.7466,22
2015-12-21,0.7404,22
2015-12-22,0.6666,22
2015-12-23,0.6452,22
2015-12-24,0.6649,22
2015-12-28,0.6659,22
2015-12-29,0.6323,22
2015-12-30,0.6589,22
2015-12-31,0.7215,22
2016-01-04,0.7477,22
2016-01-05,0.7393,22
2016-01-06,0.7909,22
2016-01-07,0.8182,22
2016-01-08,0.8284,22
2016-01-11,0.8024,22
2016-01-12,0.7993,22
2016-01-13,0.8283,22
2016-01-14,0.8204,22
2016-01-15,0.83,22
2016-01-19,0.8297,22
2016-01-20,0.8386,22
2016-01-21,0.8377,22
2016-01-22,0.7929,22
2016-01-25,0.822,22
2016-01-26,0.8248,22
2016-01-27,0.8233,22
2016-01-28,0.8119,22
2016-01-29,0.7978,22
2016-02-01,0.7917,22
2016-02-02,0.8359,22
2016-02-03,0.8223,22
2016-02-04,0.8063,22
2016-02-05,0.8408,22
2016-02-08,0.8543,22
2016-02-09,0.8444,22
2016-02-10,0.8453,22
2016-02-11,0.8472,22
2016-02-12,0.8431,22
2016-02-16,0.813,22
2016-02-17,0.7973,22
2016-02-18,0.788,22
2016-02-19,0.767,22
2016-02-22,0.7793,22
2016-02-23,0.8023,22
2016-02-24,0.7949,22
2016-02-25,0.7696,22
2016-02-26,0.7841,22
2016-02-29,0.797,22
2016-03-01,0.7095,22
2016-03-02,0.7029,22
2016-03-03,0.6915,22
2016-03-04,0.6842,22
2016-03-07,0.68,22
2016-03-08,0.6988,22
2016-03-09,0.7051,22
2016-03-10,0.6723,22
2016-03-11,0.6564,22
2016-03-14,0.6493,22
2016-03-15,0.6456,22
2016-03-16,0.6407,22
2016-03-17,0.6307,22
2016-03-18,0.6186,22
2016-03-21,0.6125,22
2016-03-22,0.6048,22
2016-03-23,0.6179,22
2016-03-24,0.639,22
2016-03-28,0.6162,22
2016-03-29,0.5897,22
2016-03-30,0.5928,22
2016-03-31,0.6201,22
2016-04-01,0.5822,22
2016-04-04,0.5869,22
2016-04-05,0.6154,22
2016-04-06,0.5844,22
2016-04-07,0.6168,22
2016-04-08,0.6231,22
2016-04-11,0.6276,22
2016-04-12,0.5853,22
2016-04-13,0.5722,22
2016-04-14,0.5675,22
2016-04-15,0.568,22
2016-04-18,0.5643,22
2016-04-19,0.5531,22
2016-04-20,0.551,22
2016-04-21,0.5514,22
2016-04-22,0.5484,22
2016-04-25,0.5459,22
2016-04-26,0.5391,22
2016-04-27,0.5469,22
2016-04-28,0.5738,22
2016-04-29,0.5845,22
2016-05-02,0.5604,22
2016-05-03,0.5791,22
2016-05-04,0.5881,22
2016-05-05,0.5888,22
2016-05-06,0.5912,22
2016-05-09,0.582,22
2016-05-10,0.5713,22
2016-05-11,0.5965,22
2016-05-12,0.591,22
2016-05-13,0.6038,22
2016-05-16,0.5857,22
2016-05-17,0.601,22
2016-05-18,0.5978,22
2016-05-19,0.5998,22
2016-05-20,0.5666,22
2016-05-23,0.5759,22
2016-05-24,0.5525,22
2016-05-25,0.5322,22
2016-05-26,0.5196,22
2016-05-27,0.5105,22
2016-05-31,0.531,22
2016-06-01,0.5475,22
2016-06-02,0.539,22
2016-06-03,0.5757,22
2016-06-06,0.5782,22
2016-06-07,0.5758,22
2016-06-08,0.5791,22
2016-06-09,0.5906,22
2016-06-10,0.6308,22
2016-06-13,0.6713,22
2016-06-14,0.6612,22
2016-06-15,0.652,22
2016-06-16,0.6394,22
2016-06-17,0.6718,22
2016-06-20,0.6639,22
2016-06-21,0.6644,22
2016-06-22,0.6947,22
2016-06-23,0.6362,22
2016-06-24,0.7116,22
2016-06-27,0.7091,22
2016-06-28,0.6554,22
2016-06-29,0.6285,22
2016-06-30,0.6065,22
2016-07-01,0.6016,22
2016-07-05,0.6184,22
2016-07-06,0.6157,22
2016-07-07,0.6087,22
2016-07-08,0.5562,22
2016-07-11,0.5686,22
2016-07-12,0.567,22
2016-07-13,0.556,22
2016-07-14,0.5468,22
2016-07-15,0.5223,22
2016-07-18,0.5256,22
2016-07-19,0.5109,22
2016-07-20,0.509,22
2016-07-21,0.5228,22
2016-07-22,0.5148,22
2016-07-25,0.508,22
2016-07-26,0.5011,22
2016-07-27,0.51,22
2016-07-28,0.4969,22
2016-07-29,0.4948,22
2016-08-01,0.4905,22
2016-08-02,0.4921,22
2016-08-03,0.4817,22
2016-08-04,0.495,22
2016-08-05,0.4742,22
2016-08-08,0.4711,22
2016-08-09,0.4634,22
2016-08-10,0.4699,22
2016-08-11,0.4861,22
2016-08-12,0.4653,22
2016-08-15,0.4508,22
2016-08-16,0.4554,22
2016-08-17,0.4391,22
2016-08-18,0.4386,22
2016-08-19,0.4352,22
2016-08-22,0.4482,22
2016-08-23,0.4581,22
2016-08-24,0.4729,22
2016-08-25,0.4727,22
2016-08-26,0.4807,22
2016-08-29,0.4691,22
2016-08-30,0.4533,22
2016-08-31,0.4784,22
2016-09-01,0.4966,22
2016-09-02,0.4926,22
2016-09-06,0.4854,22
2016-09-07,0.4869,22
2016-09-08,0.5035,22
2016-09-09,0.6286,22
2016-09-12,0.5538,22
2016-09-13,0.6084,22
2016-09-14,0.6214,22
2016-09-15,0.577,22
2016-09-16,0.6007,22
2016-09-19,0.6053,22
2016-09-20,0.6047,22
2016-09-21,0.5579,22
2016-09-22,0.5386,22
2016-09-23,0.5339,22
2016-09-26,0.5895,22
2016-09-27,0.5447,22
2016-09-28,0.5308,22
2016-09-29,0.5793,22
2016-09-30,0.552,22
2016-10-03,0.5669,22
2016-10-04,0.5593,22
2016-10-05,0.5423,22
2016-10-06,0.5437,22
2016-10-07,0.5304,22
2016-10-10,0.5255,22
2016-10-11,0.5876,22
2016-10-12,0.6061,22
2016-10-13,0.612,22
2016-10-14,0.6045,22
2016-10-17,0.6059,22
2016-10-18,0.591,22
2016-10-19,0.5704,22
2016-10-20,0.5478,22
2016-10-21,0.5265,22
2016-10-24,0.5096,22
2016-10-25,0.5318,22
2016-10-26,0.539,22
2016-10-27,0.5558,22
2016-10-28,0.552,22
2016-10-31,0.5734,22
2016-11-01,0.6058,22
2016-11-02,0.6129,22
2016-11-03,0.5831,22
2016-11-04,0.6139,22
2016-11-07,0.5765,22
2016-11-08,0.5679,22
2016-11-09,0.4784,22
2016-11-10,0.5051,22
2016-11-11,0.4431,22
2016-11-14,0.4398,22
2016-11-15,0.4191,22
2016-11-16,0.4112,22
2016-11-17,0.3948,22
2016-11-18,0.3613,22
2016-11-21,0.3545,22
2016-11-22,0.346,22
2016-11-23,0.3497,22
2016-11-25,0.3359,22
2016-11-28,0.3549,22
2016-11-29,0.3416,22
2016-11-30,0.3593,22
2016-12-01,0.3616,22
2016-12-02,0.3616,22
2016-12-05,0.3174,22
2016-12-06,0.303,22
2016-12-07,0.3369,22
2016-12-08,0.354,22
2016-12-09,0.3342,22
2016-12-12,0.3412,22
2016-12-13,0.3551,22
2016-12-14,0.3558,22
2016-12-15,0.3236,22
2016-12-16,0.3109,22
2016-12-19,0.3041,22
2016-12-20,0.3245,22
2016-12-21,0.3149,22
2016-12-22,0.3095,22
2016-12-23,0.3293,22
2016-12-27,0.3266,22
2016-12-28,0.3491,22
2016-12-29,0.3465,22
2016-12-30,0.3567,22
2017-01-03,0.3372,22
2017-01-04,0.3266,22
2017-01-05,0.3124,22
2017-01-06,0.318,22
2017-01-09,0.3297,22
2017-01-10,0.3344,22
2017-01-11,0.3311,22
2017-01-12,0.3337,22
2017-01-13,0.308,22
2017-01-17,0.3208,22
2017-01-18,0.3072,22
2017-01-19,0.3139,22
2017-01-20,0.2862,22
2017-01-23,0.2961,22
2017-01-24,0.2837,22
2017-01-25,0.3006,22
2017-01-26,0.296,22
2017-01-27,0.2958,22
2017-01-30,0.3221,22
2017-01-31,0.3143,22
2017-02-01,0.2338,22
2017-02-02,0.2331,22
2017-02-03,0.2254,22
2017-02-06,0.2434,22
2017-02-07,0.2434,22
2017-02-08,0.2487,22
2017-02-09,0.2428,22
2017-02-10,0.2333,22
2017-02-13,0.2332,22
2017-02-14,0.2208,22
2017-02-15,0.2424,22
2017-02-16,0.2314,22
2017-02-17,0.2218,22
2017-02-21,0.2225,22
2017-02-22,0.2179,22
2017-02-23,0.2143,22
2017-02-24,0.2132,22
2017-02-27,0.2358,22
2017-02-28,0.2674,22
2017-03-01,0.2601,22
2017-03-02,0.2381,22
2017-03-03,0.217,22
2017-03-06,0.2231,22
2017-03-07,0.2333,22
2017-03-08,0.2381,22
2017-03-09,0.247,22
2017-03-10,0.2307,22
2017-03-13,0.2211,22
2017-03-14,0.2564,22
2017-03-15,0.2331,22
2017-03-16,0.2252,22
2017-03-17,0.2316,22
2017-03-20,0.2384,22
2017-03-21,0.2793,22
2017-03-22,0.2966,22
2017-03-23,0.3179,22
2017-03-24,0.3164,22
