ticker,shortName,sector,industry,marketCap,tech_score,fund_score,composite,composite_rank,tech_rank,fund_rank,ma200_dist,rsi,rel_str_6m,ma200_rank,rsi_rank,rs6m_rank,forwardPE,revenueGrowth,grossMargins,returnOnEquity,operatingMargins,freeCashflow,nd_ebitda,forwardPE_rank,revenueGrowth_rank,grossMargins_rank,returnOnEquity_rank,operatingMargins_rank,nd_ebitda_rank
NVDA,NVIDIA Corporation,Technology,Semiconductors,5393210671104.0,11.65886458928912,20.890527250201377,32.5493918394905,17,320,8,0.1266668627550347,52.54027176528313,0.09304297722061028,0.25189393939393945,0.339622641509434,0.8075471698113208,19.152542,0.732,0.71068,1.01485,0.65024,58128998400.0,-0.11730247270052462,0.3955223880597015,0.9643527204502814,0.8467289719626169,0.9682539682539683,0.9906542056074766,0.8482142857142857
FISV,"Fiserv, Inc.",,,29899550720.0,8.569182389937108,23.92723880597015,32.49642119590726,18,491,1,,52.285050966542656,-0.25498446631234994,,0.3528301886792453,0.17547169811320754,6.258343,,,,,,,0.957089552238806,,,,,
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,33343909888.0,13.771857728225653,18.695561508511503,32.46741923673716,19,205,28,-0.1938499245769698,40.08306776340938,-0.3350613387837308,0.9450757575757576,0.6264150943396227,0.08113207547169811,13.665335,0.253,0.80095,0.90455,0.25439,1622625024.0,2.566932437964286,0.6529850746268657,0.8630393996247655,0.9271028037383178,0.9563492063492064,0.6990654205607477,0.3883928571428571
PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,38909673472.0,17.61173051267391,14.81519720011541,32.42692771278932,20,11,128,0.029684080146976433,31.18503288094746,0.040760862593922864,0.553030303030303,0.8169811320754717,0.7433962264150943,7.629785,0.072,0.40929002,0.25120002,0.17969999,4083500032.0,,0.9291044776119403,0.4099437148217636,0.4392523364485981,0.7043650793650794,0.4803738317757009,
AON,Aon plc,Financial Services,Insurance Brokers,69429592064.0,16.21938726891557,16.204699054535237,32.42408632345081,21,44,103,-0.046471852534018865,30.116089081054653,-0.16259178888567716,0.7765151515151515,0.8339622641509434,0.33584905660377357,15.184644,0.065,0.47341,0.46447,0.35836,3341625088.0,,0.5764925373134329,0.3696060037523452,0.5532710280373832,0.8948412698412699,0.8467289719626169,
AFL,AFLAC Incorporated,Financial Services,Insurance - Life,60466950144.0,15.726724795121022,16.626771579911622,32.35349637503265,22,77,83,0.013589410348895381,32.55344409572662,-0.09485293912236781,0.6098484848484849,0.7849056603773585,0.49245283018867925,15.582294,0.279,0.50049996,0.16469,0.29567,4923125248.0,,0.5559701492537313,0.8836772983114447,0.5831775700934579,0.5436507936507936,0.7588785046728972,
NTAP,"NetApp, Inc.",Technology,Software - Infrastructure,23935592448.0,14.419072803506763,17.840598887992297,32.25967169149906,23,161,44,0.4387885934329818,35.48458544359849,0.7426927995423138,0.02651515151515149,0.7377358490566037,0.9660377358490566,14.163658,0.044,0.70458,1.12587,0.25160998,1116000000.0,-0.4516985477707006,0.6156716417910448,0.2598499061913696,0.8411214953271028,0.9761904761904762,0.6915887850467289,0.8973214285714286
CRDO,Credo Technology Group Holding ,Technology,Semiconductors,31214460928.0,13.366804840861446,18.805637703743596,32.17244254460504,24,225,26,0.2941132660405501,42.51288569406334,0.8633926539040744,0.06439393939393945,0.5679245283018868,0.9716981132075472,30.681175,2.015,0.67825997,0.27544,0.36761,172241120.0,-2.956034007231527,0.14365671641791045,0.9906191369606003,0.8018691588785046,0.7400793650793651,0.8616822429906542,0.9754464285714286
HBAN,Huntington Bancshares Incorpora,Financial Services,Banks - Regional,31501608960.0,17.05010005717553,15.072001266899523,32.122101324075054,25,16,119,-0.011108815836835095,22.670034870324486,-0.12369984420660485,0.6931818181818181,0.930188679245283,0.4226415094339623,8.169917,0.336,0.0,0.083859995,0.40698,,,0.9235074626865671,0.9080675422138836,0.020560747663551402,0.251984126984127,0.9102803738317757,
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,50913480704.0,14.27506194015628,17.84401490487705,32.119076845033334,26,171,43,0.05551035583478647,45.451166406451634,0.0534700005831219,0.446969696969697,0.49433962264150944,0.7716981132075472,16.952084,0.195,0.71786004,0.42875,0.23146999,1124125056.0,1.23740303875969,0.4925373134328358,0.7964352720450282,0.8560747663551402,0.871031746031746,0.6392523364485981,0.6272321428571428
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,13541316608.0,14.054042786354106,18.047675075553993,32.1017178619081,27,181,41,-0.1505496421799538,36.91952114351109,-0.3564509157211646,0.9185606060606061,0.7056603773584906,0.062264150943396226,12.995071,0.071,0.57545,0.39688,0.31384,758731904.0,-0.8517505459378262,0.6772388059701493,0.40337711069418386,0.6915887850467289,0.8571428571428571,0.7869158878504673,0.9151785714285714
MU,"Micron Technology, Inc.",Technology,Semiconductors,801818869760.0,9.670049552125022,22.37879576699137,32.048845319116396,28,423,3,0.619668578198965,61.92054689339901,1.2073037712027952,0.007575757575757569,0.16981132075471694,0.9830188679245283,6.9310336,1.963,0.58437,0.39823002,0.67624,2893499904.0,-0.287971626575836,0.9458955223880597,0.9906191369606003,0.7009345794392523,0.8611111111111112,0.9906542056074766,0.8816964285714286
