rank,ticker,name,sector,industry,category,mcap_B,current_price,entry_level,fundamental,technical,visibility,corr_penalty,corr_status,broken_base,composite,fwd_pe,fcf_yield_pct,rev_growth_pct,gross_margin_pct,roe_pct,rsi,ma200_dist_pct,rel_str_6m_pct,portfolio_corr,max_corr,max_corr_with,corr_null_reason,n_corr_obs,technical_precap,visibility_legacy,data_flags,in_portfolio
308,CRH,CRH PLC,Basic Materials,Building Materials,Cyclical,66.6,99.71,105.1,12.0,18.8,10.0,0.0,ok,False,40.8,14.9,1.2,9.1,36.1,15.8,39.7,-12.3,-22.8,0.303,0.314,GOOG,,126,18.8,11.0,,False
309,BRK-B,Berkshire Hathaway Inc. New,Financial Services,Insurance - Diversified,Core,1098.2,509.16,490.33,16.0,14.8,10.0,0.0,ok,False,40.8,23.6,5.6,4.4,27.8,10.5,64.1,3.9,2.7,-0.13,0.193,BMNR,,126,14.8,14.0,,False
310,TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualt,Core,81.1,389.01,369.56,20.0,10.8,10.0,0.0,ok,False,40.8,12.9,18.2,0.3,34.7,26.5,77.5,30.8,34.2,-0.236,0.3,AVGO,,126,10.8,14.0,,False
311,EXPD,Expeditors International of Wa,Industrials,Integrated Freight & Logistics,Core,22.3,170.13,165.86,15.5,15.2,10.0,0.0,ok,False,40.7,24.2,3.5,4.4,13.6,36.6,49.1,13.3,2.0,-0.001,0.045,BMNR,,126,15.2,14.0,,False
312,MAA,Mid-America Apartment Communit,Real Estate,REIT - Residential,Core,16.4,137.38,133.55,17.0,13.7,10.0,0.0,ok,False,40.7,41.9,5.5,0.8,58.5,6.7,58.0,6.3,1.4,-0.086,0.309,AVGO,,126,13.7,16.0,,False
313,LNT,Alliant Energy Corporation,Utilities,Utilities - Regulated Electric,Core,18.6,72.0,74.05,11.5,19.2,10.0,0.0,ok,False,40.7,19.5,-6.5,5.0,45.2,11.3,34.1,3.4,5.5,-0.269,0.271,AVGO,,126,19.2,19.0,,False
314,FOX,Fox Corporation,Communication Services,Entertainment,Core,22.1,52.73,52.65,17.5,13.2,10.0,0.0,ok,False,40.7,9.7,6.4,-8.6,36.8,15.2,70.2,-6.6,-22.4,0.015,0.136,MSFT,,126,13.2,13.0,,False
315,COF,Capital One Financial Corporat,Financial Services,Credit Services,Core,128.0,208.71,198.27,15.0,15.7,10.0,0.0,ok,False,40.7,8.7,,,0.0,9.0,60.8,1.2,-8.5,0.369,0.341,BMNR,,126,15.7,16.0,,False
316,ODFL,"Old Dominion Freight Line, Inc",Industrials,Trucking,Core,46.3,222.79,225.97,14.0,16.6,10.0,0.0,ok,False,40.6,34.1,1.9,-2.9,38.9,23.3,47.0,19.1,24.5,0.073,0.107,GOOG,,126,16.6,14.0,,False
317,TYL,"Tyler Technologies, Inc.",Technology,Software - Application,Core,13.7,333.5,316.82,14.5,16.1,10.0,0.0,ok,False,40.6,22.5,4.0,8.6,46.8,8.9,59.2,-11.7,-25.3,0.105,0.522,MSFT,,126,16.1,16.0,,False
318,WBD,"Warner Bros. Discovery, Inc. -",Communication Services,Entertainment,Core,64.3,25.64,26.66,15.0,15.6,10.0,0.0,ok,False,40.6,,28.7,-1.0,45.7,-5.0,36.9,-2.8,-13.2,0.2,0.329,NVDA,,126,15.6,14.0,fwd_pe_out_of_range(1165.5),False
319,CPT,Camden Property Trust,Real Estate,REIT - Residential,Core,11.5,116.37,111.36,17.0,13.6,10.0,0.0,ok,False,40.6,148.2,6.3,-0.5,61.6,9.1,60.1,11.2,5.9,-0.103,0.282,AVGO,,126,13.6,17.0,,False
320,GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,Core,20.2,37.92,36.02,16.0,14.6,10.0,0.0,ok,False,40.6,11.8,11.4,2.2,33.7,-1.0,64.5,-4.7,-16.4,-0.132,0.336,AVGO,,126,14.6,16.0,,False
321,DVA,DaVita Inc.,Healthcare,Medical Care Facilities,Core,15.5,240.96,228.91,18.0,12.5,10.0,0.0,ok,False,40.5,14.0,6.5,6.0,32.5,81.0,66.1,55.0,122.7,-0.204,0.191,AVGO,,126,12.5,15.0,,False
322,ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,Core,18.6,38.75,45.59,18.5,12.0,10.0,0.0,ok,True,40.5,29.5,2.7,7.9,52.4,37.0,23.5,-29.3,-42.8,0.023,0.195,GOOG,,126,16.0,14.0,,False
323,NSC,Norfolk Southern Corporation,Industrials,Railroads,Core,75.4,335.74,319.01,15.0,15.5,10.0,0.0,ok,False,40.5,23.5,1.8,11.4,45.2,17.0,59.7,11.9,14.2,-0.219,0.228,MSFT,,126,15.5,15.0,,False
324,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,Cyclical,51.3,44.46,43.97,15.0,15.5,10.0,0.0,ok,False,40.5,8.5,3.1,-0.8,46.9,15.2,63.0,7.6,8.2,-0.274,0.379,GOOG,,126,15.5,13.0,,False
325,WRB,W.R. Berkley Corporation,Financial Services,Insurance - Property & Casualt,Core,28.1,75.65,71.87,16.5,14.0,10.0,0.0,ok,False,40.5,15.7,,1.2,43.8,,63.7,9.5,8.1,-0.299,0.322,AVGO,,126,14.0,15.0,,False
326,ES,Eversource Energy (D/B/A),Utilities,Utilities - Regulated Electric,Core,28.1,74.76,71.56,15.5,14.9,10.0,0.0,ok,False,40.4,15.2,2.1,9.4,53.5,10.9,54.8,8.0,4.5,-0.124,0.184,AVGO,,126,14.9,19.0,,False
327,BKNG,Booking Holdings Inc. Common S,Consumer Cyclical,Travel Services,Core,156.0,201.3,191.24,19.0,11.4,10.0,0.0,ok,False,40.4,16.4,4.5,16.2,87.0,,72.8,8.9,-5.4,0.242,0.326,MSFT,,126,11.4,15.0,,False
328,NDAQ,"Nasdaq, Inc.",Financial Services,Financial Data & Stock Exchang,Core,53.4,95.55,90.77,18.0,12.4,10.0,0.0,ok,False,40.4,20.5,3.2,14.9,100.0,16.5,69.4,7.7,-7.4,0.316,0.525,MSFT,,126,12.4,16.0,,False
329,O,Realty Income Corporation,Real Estate,REIT - Retail,Core,61.1,65.54,62.45,16.5,13.9,10.0,0.0,ok,False,40.4,38.4,2.9,12.0,92.6,2.8,67.1,8.9,7.1,-0.242,0.271,NVDA,,126,13.9,17.0,,False
330,IFF,International Flavors & Fragra,Basic Materials,Specialty Chemicals,Cyclical,20.3,79.63,76.37,14.5,15.8,10.0,0.0,ok,False,40.3,16.6,18.2,-3.6,36.3,6.1,52.8,11.8,6.7,0.142,0.243,GOOG,,126,15.8,11.0,,False
331,PLAB,"Photronics, Inc.",Technology,Semiconductor Equipment & Mate,Speculative,1.6,27.94,33.39,15.0,15.3,10.0,0.0,ok,False,40.3,13.8,2.4,-0.5,33.8,13.2,43.8,-19.0,-27.1,0.32,0.416,AVGO,,126,15.3,13.0,,False
332,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,Growth,700.4,429.56,509.68,14.0,16.3,10.0,0.0,ok,False,40.3,31.2,1.0,37.8,53.1,8.1,29.1,38.9,65.1,0.489,0.548,AVGO,,126,16.3,14.0,,False
333,AEE,Ameren Corporation,Utilities,Utilities - Regulated Electric,Core,30.4,109.97,110.62,11.5,18.8,10.0,0.0,ok,False,40.3,18.9,-6.1,3.7,50.5,11.7,44.7,3.6,2.8,-0.271,0.288,AVGO,,126,18.8,19.0,,False
334,REG,Regency Centers Corporation,Real Estate,REIT - Retail,Core,15.2,81.11,79.24,15.5,14.8,10.0,0.0,ok,False,40.3,32.2,3.8,10.0,71.7,8.0,60.0,9.6,12.5,-0.199,0.243,AVGO,,126,14.8,17.0,,False
335,DHR,Danaher Corporation,Healthcare,Diagnostics & Research,Core,138.1,196.49,186.67,14.5,15.8,10.0,0.0,ok,False,40.3,21.2,3.1,5.5,58.8,7.6,50.4,-3.2,-17.0,0.057,0.197,MSFT,,126,15.8,16.0,,False
336,HII,"Huntington Ingalls Industries,",Industrials,Aerospace & Defense,Core,11.0,280.4,292.23,15.5,14.8,10.0,0.0,ok,False,40.3,13.9,5.7,13.4,12.4,12.2,45.8,-18.7,-38.4,0.152,0.299,BMNR,,126,14.8,14.0,,False
337,KKR,KKR & Co. Inc.,Financial Services,Asset Management,Core,92.6,99.28,95.69,14.5,15.8,10.0,0.0,ok,False,40.3,13.5,,-6.6,55.5,7.7,56.1,-7.3,-19.5,0.433,0.369,MSFT,,126,15.8,15.0,,False
338,KO,Coca-Cola Company (The),Consumer Defensive,Beverages - Non-Alcoholic,Core,383.3,89.08,84.63,16.5,13.8,10.0,0.0,ok,False,40.3,25.3,1.4,6.7,61.9,42.1,66.9,18.6,18.7,-0.243,0.268,AVGO,,126,13.8,18.0,,False
339,CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchang,Core,95.4,265.44,253.84,17.0,13.2,10.0,0.0,ok,False,40.2,20.5,3.0,0.8,100.0,15.8,77.6,-3.0,-9.3,-0.149,0.288,AVGO,,126,13.2,16.0,,False
340,STE,STERIS plc (Ireland),Healthcare,Medical Devices,Core,22.9,234.83,223.09,16.0,14.2,10.0,0.0,ok,False,40.2,19.2,3.7,7.3,44.2,11.4,66.6,0.5,-14.3,0.135,0.211,MSFT,,126,14.2,16.0,,False
341,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,Cyclical,77.7,145.94,138.64,18.0,12.2,10.0,0.0,ok,False,40.2,9.9,3.7,15.6,62.0,18.2,71.5,19.8,28.6,-0.325,0.42,GOOG,,126,12.2,14.0,,False
342,CTSH,Cognizant Technology Solutions,Technology,Information Technology Service,Core,25.2,55.97,53.17,17.0,13.2,10.0,0.0,ok,False,40.2,9.0,7.6,5.8,33.5,14.9,81.4,-12.0,-36.8,0.044,0.403,MSFT,,126,13.2,15.0,,False
343,CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,Core,49.4,59.92,68.02,10.5,19.5,10.0,0.0,ok,False,40.0,18.3,1.6,3.9,24.5,9.0,30.9,-0.8,-0.6,0.115,0.264,GOOG,,126,19.5,14.0,,False
344,SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,Growth,71.6,373.69,450.72,20.0,12.0,10.0,-2.0,ok,True,40.0,21.6,4.9,41.9,82.6,3.8,22.4,-17.0,-31.8,0.518,0.397,BMNR,,126,16.0,17.0,,False
345,IR,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery,Core,33.1,84.61,80.38,14.5,15.5,10.0,0.0,ok,False,40.0,22.0,3.1,7.6,43.2,5.7,67.9,3.9,-5.5,0.124,0.187,GOOG,,126,15.5,15.0,,False
346,IP,International Paper Company,Consumer Cyclical,Packaging & Containers,Core,22.6,42.64,40.51,15.5,14.5,10.0,0.0,ok,False,40.0,14.9,7.6,13.4,29.7,-16.0,68.4,12.3,0.5,0.123,0.192,NVDA,,126,14.5,11.0,,False
347,CLX,Clorox Company (The),Consumer Defensive,Household & Personal Products,Core,12.0,99.63,95.3,14.5,15.5,10.0,0.0,ok,False,40.0,16.7,0.5,0.1,43.8,546.1,65.2,-3.4,-12.1,-0.043,0.268,GOOG,,126,15.5,17.0,,False
348,PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,Growth,256.0,314.15,301.87,14.0,16.0,10.0,0.0,ok,False,40.0,76.2,1.4,31.1,72.0,4.8,37.0,47.4,66.1,0.429,0.474,MSFT,,126,16.0,17.0,,False
349,DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,Core,24.3,212.23,201.62,16.5,13.5,10.0,0.0,ok,False,40.0,17.1,3.3,13.7,21.7,53.7,63.4,9.6,4.9,-0.042,0.089,NVDA,,126,13.5,11.0,,False
350,PM,Philip Morris International In,Consumer Defensive,Tobacco,Core,309.3,198.44,188.52,17.5,12.4,10.0,0.0,ok,False,39.9,21.7,3.1,10.4,67.5,,67.9,18.6,8.2,-0.064,0.139,AVGO,,126,12.4,18.0,,False
351,EG,"Everest Group, Ltd.",Financial Services,Insurance - Reinsurance,Core,15.6,393.89,374.2,16.0,13.9,10.0,0.0,ok,False,39.9,6.5,25.6,-4.7,15.5,13.8,64.3,17.7,17.9,-0.145,0.284,AVGO,,126,13.9,14.0,,False
352,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,Speculative,7.3,67.76,76.59,13.5,16.4,10.0,0.0,ok,False,39.9,11.4,8.8,-10.1,29.9,7.0,37.7,-29.7,-47.0,0.19,0.269,NVDA,,126,16.4,14.0,,False
353,WEC,"WEC Energy Group, Inc.",Utilities,Utilities - Regulated Electric,Core,36.3,111.29,113.71,11.5,18.4,10.0,0.0,ok,False,39.9,18.5,-5.7,9.0,41.8,11.7,39.1,-0.1,-2.0,-0.316,0.34,AVGO,,126,18.4,19.0,,False
354,BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,Core,12.8,24.77,23.53,14.5,15.3,10.0,0.0,ok,False,39.8,12.4,7.0,2.9,34.6,-15.0,65.2,26.9,21.6,0.103,0.207,GOOG,,126,15.3,15.0,,False
355,APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,Core,12.3,57.97,61.66,14.0,15.8,10.0,0.0,ok,False,39.8,8.5,8.9,5.4,18.9,4.1,43.3,-18.4,-30.3,0.282,0.354,AVGO,,126,15.8,11.0,,False
356,LYV,"Live Nation Entertainment, Inc",Communication Services,Entertainment,Core,42.9,184.43,175.21,14.0,15.7,10.0,0.0,ok,False,39.7,85.9,4.9,12.2,25.9,14.9,53.4,18.3,20.2,0.295,0.275,GOOG,,126,15.7,13.0,,False
357,NI,NiSource Inc,Utilities,Utilities - Regulated Gas,Core,21.5,44.81,46.78,11.5,18.2,10.0,0.0,ok,False,39.7,19.9,-7.3,8.2,50.7,9.1,35.9,-0.1,-2.4,-0.135,0.161,MSFT,,126,18.2,19.0,,False
358,L,Loews Corporation,Financial Services,Insurance - Property & Casualt,Core,24.5,118.94,112.99,15.5,14.2,10.0,0.0,ok,False,39.7,41.0,8.5,1.4,36.0,9.2,64.6,10.9,11.0,-0.163,0.198,AVGO,,126,14.2,14.0,,False
359,BA,Boeing Company (The),Industrials,Aerospace & Defense,Core,169.1,214.01,218.87,13.0,16.7,10.0,0.0,ok,False,39.7,51.5,3.3,8.0,4.7,173.5,40.5,-2.0,-16.3,0.384,0.377,GOOG,,126,16.7,14.0,,False
360,DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,Core,70.8,188.18,184.58,14.0,15.6,10.0,0.0,ok,False,39.6,64.2,,29.9,57.0,2.9,58.5,8.1,12.0,0.16,0.213,BMNR,,126,15.6,16.0,,False
361,AEHR,Aehr Test Systems,Technology,Semiconductor Equipment & Mate,Growth,2.1,65.4,91.25,10.5,19.1,10.0,0.0,ok,False,39.6,47.3,-0.0,33.7,38.5,-4.2,44.4,24.4,128.9,0.442,0.484,AVGO,,126,19.1,13.0,,False
362,EQR,Equity Residential,Real Estate,REIT - Residential,Core,26.6,68.85,67.01,13.5,16.1,10.0,0.0,ok,False,39.6,43.9,,2.1,62.3,8.0,54.1,11.0,11.0,-0.054,0.225,AVGO,,126,16.1,17.0,,False
363,NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,Core,16.4,294.98,289.35,16.0,13.6,10.0,0.0,ok,False,39.6,23.8,3.5,8.5,55.2,17.1,60.7,10.6,4.3,0.209,0.284,AVGO,,126,13.6,15.0,,False
364,MTB,M&T Bank Corporation,Financial Services,Banks - Regional,Core,36.3,250.33,237.81,16.5,13.1,10.0,0.0,ok,False,39.6,11.9,,6.2,0.0,10.7,64.9,19.0,12.2,0.088,0.186,GOOG,,126,13.1,14.0,,False
365,FOXA,Fox Corporation,Communication Services,Entertainment,Core,24.8,58.95,58.59,16.5,13.1,10.0,0.0,ok,False,39.6,10.1,5.7,-8.6,36.8,15.2,70.8,-6.2,-21.6,0.01,0.115,MSFT,,126,13.1,13.0,,False
366,KLAC,KLA Corporation,Technology,Semiconductor Equipment & Mate,Core,222.3,170.19,220.97,17.5,12.0,10.0,0.0,ok,True,39.5,25.9,1.3,11.5,61.4,95.0,22.4,5.4,0.0,0.324,0.516,NVDA,,126,17.5,15.0,,False
367,TDY,Teledyne Technologies Incorpor,Technology,Scientific & Technical Instrum,Core,29.2,631.35,628.43,14.5,14.9,10.0,0.0,ok,False,39.4,23.7,3.1,9.8,43.3,9.2,49.9,5.6,-3.1,0.327,0.378,NVDA,,126,14.9,14.0,,False
368,PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction,Core,25.2,132.31,125.69,15.0,14.4,10.0,0.0,ok,False,39.4,11.8,4.3,-9.6,25.6,14.9,63.7,7.0,2.9,0.053,0.195,GOOG,,126,14.4,11.0,,False
369,HUM,Humana Inc.,Healthcare,Healthcare Plans,Core,43.9,365.41,364.94,13.5,15.9,10.0,0.0,ok,False,39.4,22.7,3.3,23.5,14.0,6.3,36.3,39.0,84.9,0.077,0.118,NVDA,,126,15.9,15.0,,False
370,MTD,"Mettler-Toledo International, ",Healthcare,Diagnostics & Research,Core,28.1,1388.33,1318.91,16.5,12.9,10.0,0.0,ok,False,39.4,27.1,2.2,7.2,59.2,,69.5,5.4,-5.8,0.14,0.155,MSFT,,126,12.9,16.0,,False
371,DDOG,"Datadog, Inc.",Technology,Software - Application,Growth,94.0,264.2,250.99,15.0,14.4,10.0,0.0,ok,False,39.4,91.5,1.0,32.2,79.9,3.9,47.1,59.0,83.1,0.339,0.513,MSFT,,126,14.4,17.0,,False
372,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,Cyclical,56.0,199.13,192.0,14.5,14.8,10.0,0.0,ok,False,39.3,11.6,2.5,4.2,72.2,0.5,66.6,15.9,20.8,-0.209,0.341,GOOG,,126,14.8,14.0,,False
373,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,Core,46.4,168.4,159.98,17.0,12.3,10.0,0.0,ok,False,39.3,12.5,9.8,5.2,47.1,6.7,73.2,9.8,2.7,-0.003,0.178,AVGO,,126,12.3,16.0,,False
374,CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,Core,182.7,179.38,180.06,13.0,16.3,10.0,0.0,ok,False,39.3,114.8,1.1,25.6,75.1,-0.2,36.3,35.9,48.1,0.46,0.487,MSFT,,126,16.3,17.0,,False
375,CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,Core,12.2,29.83,30.88,14.0,15.3,10.0,0.0,ok,False,39.3,17.3,1.7,22.5,78.6,0.3,52.7,-39.4,-59.1,0.114,0.466,MSFT,,126,15.3,19.0,,False
376,BXP,"BXP, Inc.",Real Estate,REIT - Office,Core,13.0,72.97,69.32,18.0,11.3,10.0,0.0,ok,False,39.3,34.9,7.2,0.6,56.1,5.5,72.3,16.5,11.7,0.207,0.218,BMNR,,126,11.3,16.0,,False
377,AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance Brokers,Growth,69.1,268.91,255.46,14.0,15.2,10.0,0.0,ok,False,39.2,18.1,1.6,34.6,42.9,7.0,60.7,14.8,6.8,-0.126,0.318,AVGO,,126,15.2,15.0,,False
378,PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,Core,138.8,145.47,143.4,14.5,14.7,10.0,0.0,ok,False,39.2,42.8,,12.3,75.5,7.7,58.2,9.1,11.3,0.017,0.144,GOOG,,126,14.7,17.0,,False
379,AZO,"AutoZone, Inc.",Consumer Cyclical,Auto Parts,Core,51.3,3142.17,3096.1,13.0,16.2,10.0,0.0,ok,False,39.2,17.9,1.8,8.4,51.8,,59.9,-10.0,-21.8,0.095,0.16,GOOG,,126,16.2,12.0,,False
380,VMC,Vulcan Materials Company (Hold,Basic Materials,Building Materials,Cyclical,36.8,283.92,286.33,12.0,17.1,10.0,0.0,ok,False,39.1,26.3,0.7,7.4,27.7,13.5,45.7,-2.1,-9.8,0.127,0.198,GOOG,,126,17.1,11.0,,False
381,SO,Southern Company (The),Utilities,Utilities - Regulated Electric,Core,108.3,96.05,94.5,12.0,17.1,10.0,0.0,ok,False,39.1,19.5,-3.6,8.0,48.0,11.0,53.6,4.5,5.7,-0.299,0.309,AVGO,,126,17.1,19.0,,False
382,CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional,Core,30.1,71.31,67.78,16.0,13.1,10.0,0.0,ok,False,39.1,11.0,,14.7,0.0,8.3,55.4,17.4,10.1,0.177,0.215,BMNR,,126,13.1,14.0,,False
383,FCX,"Freeport-McMoRan, Inc.",Basic Materials,Copper,Cyclical,86.2,59.99,63.33,15.0,14.1,10.0,0.0,ok,False,39.1,14.7,2.5,-7.3,38.3,14.8,49.0,5.9,-10.1,0.45,0.485,NVDA,,126,14.1,11.0,,False
384,ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Auto Parts,Core,75.1,90.63,88.46,14.0,15.1,10.0,0.0,ok,False,39.1,25.0,1.8,10.2,51.6,,62.1,-2.8,-15.4,-0.017,0.174,NVDA,,126,15.1,12.0,,False
385,OKE,"ONEOK, Inc.",Energy,Oil & Gas Midstream,Cyclical,56.7,90.0,89.51,12.5,16.6,10.0,0.0,ok,False,39.1,14.5,0.8,19.6,29.6,15.9,51.6,11.8,11.6,-0.311,0.31,GOOG,,126,16.6,12.0,,False
386,WM,"Waste Management, Inc.",Industrials,Waste Management,Core,95.0,236.6,224.93,16.0,13.0,10.0,0.0,ok,False,39.0,25.8,2.2,3.5,40.6,29.9,56.5,6.7,-1.8,-0.255,0.343,NVDA,,126,13.0,15.0,,False
387,TGT,Target Corporation,Consumer Defensive,Discount Stores,Core,66.3,145.9,138.6,17.0,12.0,10.0,0.0,ok,False,39.0,16.3,4.7,6.7,28.1,22.0,74.9,29.7,41.4,0.039,0.079,GOOG,,126,12.0,16.0,,False
388,SYY,Sysco Corporation,Consumer Defensive,Food Distribution,Core,40.8,85.32,81.05,15.5,13.4,10.0,0.0,ok,False,38.9,17.3,4.6,4.7,18.5,81.9,62.5,10.0,-1.2,0.015,0.07,GOOG,,126,13.4,16.0,,False
389,DG,Dollar General Corporation,Consumer Defensive,Discount Stores,Core,28.4,128.68,122.25,16.5,12.4,10.0,0.0,ok,False,38.9,16.1,6.6,3.4,30.8,18.9,64.9,5.5,-15.2,0.223,0.316,MSFT,,126,12.4,16.0,,False
390,CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,Cyclical,60.5,90.51,85.98,17.0,11.9,10.0,0.0,ok,False,38.9,21.9,4.3,11.0,48.6,5.1,73.3,21.1,19.6,-0.106,0.162,MSFT,,126,11.9,12.0,,False
391,VTR,"Ventas, Inc.",Real Estate,REIT - Healthcare Facilities,Core,47.5,97.72,92.83,16.5,12.4,10.0,0.0,ok,False,38.9,115.4,3.1,21.9,40.5,2.1,70.1,19.5,25.5,-0.204,0.288,AVGO,,126,12.4,16.0,,False
392,ACN,Accenture plc,Technology,Information Technology Service,Core,106.0,173.17,164.51,18.5,10.4,10.0,0.0,ok,False,38.9,11.8,11.4,5.6,32.0,24.4,76.8,-16.8,-39.5,0.086,0.467,MSFT,,126,10.4,15.0,,False
393,IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,Core,17.0,229.52,218.97,16.0,12.9,10.0,0.0,ok,False,38.9,24.3,3.1,8.9,44.4,12.7,67.1,17.3,12.8,0.031,0.144,MSFT,,126,12.9,15.0,,False
394,PPL,PPL Corporation,Utilities,Utilities - Regulated Electric,Core,26.9,35.7,35.77,11.5,17.4,10.0,0.0,ok,False,38.9,16.9,-6.0,10.8,43.3,8.3,50.4,-1.1,-6.1,-0.183,0.256,AVGO,,126,17.4,19.0,,False
395,CNC,Centene Corporation,Healthcare,Healthcare Plans,Core,30.5,61.82,63.5,13.0,15.8,10.0,0.0,ok,False,38.8,12.2,,4.6,11.4,-20.4,34.3,33.4,42.7,-0.022,0.102,AVGO,,126,15.8,15.0,fcf_yield_out_of_range(31.6),False
396,ITW,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,Core,84.1,292.45,277.83,16.5,12.3,10.0,0.0,ok,False,38.8,23.7,,6.1,44.2,104.6,73.8,12.9,9.8,-0.033,0.121,MSFT,,126,12.3,15.0,,False
397,ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,Cyclical,79.8,283.7,269.52,15.0,13.8,10.0,0.0,ok,False,38.8,30.1,,9.7,44.2,22.0,60.6,5.3,-3.5,0.001,0.176,GOOG,,126,13.8,12.0,,False
398,PNW,Pinnacle West Capital Corporat,Utilities,Utilities - Regulated Electric,Core,12.4,102.28,104.37,11.5,17.3,10.0,0.0,ok,False,38.8,18.3,-6.7,11.4,43.0,9.6,36.0,6.2,6.4,-0.309,0.338,AVGO,,126,17.3,19.0,,False
399,LYB,LyondellBasell Industries NV,Basic Materials,Specialty Chemicals,Cyclical,19.5,60.49,61.43,11.0,17.7,10.0,0.0,ok,False,38.7,9.3,5.1,-6.3,9.2,-6.0,67.2,6.0,17.7,-0.17,0.271,GOOG,,126,17.7,11.0,,False
400,NEE,"NextEra Energy, Inc.",Utilities,Utilities - Regulated Electric,Core,184.5,88.46,87.29,13.5,15.2,10.0,0.0,ok,False,38.7,20.0,-9.6,12.4,61.0,11.7,57.9,1.9,-2.4,-0.117,0.27,MSFT,,126,15.2,20.0,,False
401,RVTY,"Revvity, Inc.",Healthcare,Diagnostics & Research,Core,12.6,113.37,107.7,16.0,12.7,10.0,0.0,ok,False,38.7,19.4,4.0,7.0,54.3,3.2,51.0,15.0,-2.7,0.294,0.209,GOOG,,126,12.7,16.0,,False
402,TRGP,"Targa Resources, Inc.",Energy,Oil & Gas Midstream,Cyclical,56.8,264.67,269.87,11.5,17.2,10.0,0.0,ok,False,38.7,22.1,-0.6,-10.2,41.8,74.1,41.9,20.1,28.1,-0.196,0.199,MSFT,,126,17.2,13.0,,False
403,COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,Core,14.2,73.06,69.41,14.5,14.1,10.0,0.0,ok,False,38.6,14.6,3.0,7.9,65.6,2.9,57.2,0.0,-14.1,0.01,0.172,AVGO,,126,14.1,17.0,,False
404,VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services,Core,27.7,213.15,202.49,16.5,12.1,10.0,0.0,ok,False,38.6,24.6,3.4,3.9,70.0,,73.2,7.2,-7.0,-0.016,0.369,MSFT,,126,12.1,18.0,,False
405,ARM,Arm Holdings plc,Technology,Semiconductors,Core,240.2,224.89,323.79,16.5,12.0,10.0,0.0,ok,True,38.5,73.1,0.3,20.1,97.5,12.0,19.9,18.9,99.7,0.456,0.498,AVGO,,126,19.2,15.0,,False
406,EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,Core,29.9,672.48,804.99,16.5,12.0,10.0,0.0,ok,True,38.5,20.4,3.0,19.7,19.3,39.2,21.0,-9.5,-12.3,0.365,0.472,NVDA,,126,18.4,14.0,,False
407,TFC,Truist Financial Corporation,Financial Services,Banks - Regional,Core,63.9,52.31,50.01,15.0,13.5,10.0,0.0,ok,False,38.5,10.5,,8.2,0.0,9.1,56.0,8.9,1.3,0.064,0.169,GOOG,,126,13.5,14.0,,False
408,TJX,"TJX Companies, Inc. (The)",Consumer Cyclical,Apparel Retail,Core,178.6,161.63,157.25,16.5,12.0,10.0,0.0,ok,False,38.5,28.1,2.4,9.2,31.4,61.3,78.9,5.2,5.2,-0.013,0.118,AVGO,,126,12.0,11.0,,False
409,MCHP,Microchip Technology Incorpora,Technology,Semiconductors,Growth,38.8,71.37,89.56,16.5,12.0,10.0,0.0,ok,True,38.5,17.0,2.9,35.1,57.7,3.4,23.9,-4.6,-15.0,0.313,0.446,AVGO,,126,16.6,14.0,,False
