rank,ticker,name,sector,industry,category,mcap_B,current_price,entry_level,fundamental,technical,visibility,corr_penalty,corr_status,broken_base,composite,fwd_pe,fcf_yield_pct,rev_growth_pct,gross_margin_pct,roe_pct,rsi,ma200_dist_pct,rel_str_6m_pct,portfolio_corr,max_corr,max_corr_with,corr_null_reason,n_corr_obs,technical_precap,visibility_legacy,data_flags,in_portfolio
101,UNP,Union Pacific Corporation,Industrials,Railroads,Core,173.6,292.19,277.58,20.0,14.8,10.0,0.0,ok,False,44.8,20.7,2.7,11.5,56.3,39.7,56.2,17.7,24.8,-0.243,0.241,MSFT,,126,14.8,15.0,,False
102,SBAC,SBA Communications Corporation,Real Estate,REIT - Specialty,Core,19.8,186.29,191.17,16.5,18.3,10.0,0.0,ok,False,44.8,23.0,3.6,5.9,74.2,,54.5,-3.3,-2.4,-0.041,0.218,AVGO,,126,18.3,17.0,,False
103,SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,Speculative,9.2,61.19,68.84,14.5,20.3,10.0,0.0,ok,False,44.8,12.3,7.5,-1.0,41.1,6.2,52.9,-4.0,8.1,0.187,0.29,AVGO,,126,20.3,14.0,,False
104,UHS,"Universal Health Services, Inc",Healthcare,Medical Care Facilities,Core,10.2,168.16,159.75,19.0,15.7,10.0,0.0,ok,False,44.7,6.9,4.9,8.3,44.6,20.9,64.7,-12.3,-21.8,-0.047,0.076,GOOG,,126,15.7,16.0,,False
105,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,Core,112.3,153.22,148.43,19.0,15.7,10.0,0.0,ok,False,44.7,43.4,1.6,20.1,80.3,132.4,36.5,53.5,81.8,0.315,0.383,MSFT,,126,15.7,17.0,,False
106,COHU,"Cohu, Inc.",Technology,Semiconductor Equipment & Mate,Speculative,1.9,39.34,55.8,14.0,20.6,10.0,0.0,ok,False,44.6,26.6,3.7,29.3,43.5,-7.0,26.7,8.1,30.9,0.324,0.5,AVGO,,126,20.6,14.0,,False
107,PGR,Progressive Corporation (The),Financial Services,Insurance - Property & Casualt,Core,127.9,219.99,210.26,18.0,16.6,10.0,0.0,ok,False,44.6,13.5,,7.3,18.5,34.9,42.6,6.2,-1.3,-0.286,0.349,AVGO,,126,16.6,14.0,,False
108,HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,Growth,72.4,321.72,332.92,17.5,17.1,10.0,0.0,ok,False,44.6,30.8,,152.0,80.2,,35.6,5.5,3.8,0.273,0.408,GOOG,,126,17.1,13.0,,False
109,AON,Aon plc,Financial Services,Insurance Brokers,Core,80.6,377.16,358.3,20.5,14.1,10.0,0.0,ok,False,44.6,17.7,4.1,6.5,47.3,46.4,62.4,12.3,8.7,-0.18,0.382,AVGO,,126,14.1,15.0,,False
110,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,Core,91.6,332.76,371.55,18.0,18.6,10.0,-2.0,ok,False,44.6,34.9,1.7,24.2,85.9,23.2,27.8,1.6,-1.0,0.548,0.476,MSFT,,126,18.6,17.0,,False
111,ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,Core,12.9,180.08,173.18,18.5,16.1,10.0,0.0,ok,False,44.6,14.6,4.1,6.2,69.9,10.8,52.4,8.3,4.3,0.362,0.278,GOOG,,126,16.1,17.0,,False
112,AAPL,Apple Inc.,Technology,Consumer Electronics,Core,4967.1,338.19,321.28,20.5,14.1,10.0,0.0,ok,False,44.6,35.0,2.0,16.6,47.9,141.5,68.6,22.1,27.3,0.272,0.243,MSFT,,126,14.1,14.0,,False
113,GS,"Goldman Sachs Group, Inc. (The",Financial Services,Capital Markets,Growth,289.3,980.75,1045.24,19.5,17.0,10.0,-2.0,ok,False,44.5,13.3,,42.5,82.1,17.0,39.9,8.0,0.9,0.516,0.553,NVDA,,126,17.0,16.0,,False
114,FTV,Fortive Corporation,Technology,Scientific & Technical Instrum,Core,18.0,59.54,60.84,17.0,17.5,10.0,0.0,ok,False,44.5,18.5,5.3,7.7,63.3,6.8,44.8,5.1,8.2,0.022,0.117,MSFT,,126,17.5,15.0,,False
115,TKO,"TKO Group Holdings, Inc.",Communication Services,Entertainment,Core,35.8,187.35,194.84,17.5,16.9,10.0,0.0,ok,False,44.4,40.6,2.3,25.9,59.1,6.7,48.5,-4.2,-7.9,0.165,0.146,MSFT,,126,16.9,14.0,,False
116,VRTX,Vertex Pharmaceuticals Incorpo,Healthcare,Biotechnology,Core,122.7,483.33,466.54,18.5,15.9,10.0,0.0,ok,False,44.4,22.7,2.3,7.8,54.4,24.2,40.8,6.9,-3.7,0.079,0.212,BMNR,,126,15.9,16.0,,False
117,GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,Core,4117.9,336.71,360.57,19.0,17.4,10.0,-2.0,ok,False,44.4,22.9,0.6,24.2,60.9,48.7,39.7,3.6,-4.5,0.536,0.995,GOOG,,126,17.4,15.0,,False
118,WYNN,"Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,Core,10.3,99.01,100.19,16.5,17.9,10.0,0.0,ok,False,44.4,18.8,3.5,9.2,68.1,,50.5,-9.9,-16.7,0.308,0.262,MSFT,,126,17.9,13.0,,False
119,LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,Growth,1079.0,1210.02,1149.52,19.5,14.8,10.0,0.0,ok,False,44.3,26.9,0.8,55.5,82.8,107.5,48.5,18.7,13.7,0.046,0.184,GOOG,,126,14.8,17.0,,False
120,DAL,"Delta Air Lines, Inc.",Industrials,Airlines,Core,56.7,86.25,83.83,17.0,17.3,10.0,0.0,ok,False,44.3,9.7,5.0,18.7,18.7,20.1,43.4,22.8,27.2,0.33,0.328,GOOG,,126,17.3,14.0,,False
121,ARES,Ares Management Corporation,Financial Services,Asset Management,Core,41.1,124.6,123.12,19.0,15.3,10.0,0.0,ok,False,44.3,17.3,4.3,28.3,37.6,14.2,55.9,-5.6,-19.7,0.425,0.395,BMNR,,126,15.3,14.0,,False
122,TXT,Textron Inc.,Industrials,Aerospace & Defense,Core,14.7,85.65,91.04,15.5,18.8,10.0,0.0,ok,False,44.3,11.9,8.2,3.0,17.7,12.1,39.4,-4.3,-6.1,0.053,0.153,MSFT,,126,18.8,14.0,,False
123,WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,Core,253.6,83.87,82.98,16.5,17.8,10.0,0.0,ok,False,44.3,10.7,,9.5,0.0,12.6,39.9,-0.4,-8.6,0.117,0.198,BMNR,,126,17.8,14.0,,False
124,AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,Core,12.8,167.14,159.55,19.0,15.3,10.0,0.0,ok,False,44.3,15.0,6.3,7.0,28.8,30.9,60.2,-2.1,-13.4,-0.01,0.165,GOOG,,126,15.3,11.0,,False
125,V,Visa Inc.,Financial Services,Credit Services,Core,677.4,368.73,350.29,20.5,13.8,10.0,0.0,ok,False,44.3,24.7,3.1,17.1,97.8,60.3,68.1,12.0,8.4,0.053,0.235,MSFT,,126,13.8,18.0,,False
126,BLK,"BlackRock, Inc.",Financial Services,Asset Management,Growth,175.5,1079.19,1030.48,19.5,14.8,10.0,0.0,ok,False,44.3,16.8,,30.6,47.2,,61.2,3.2,-7.6,0.43,0.434,GOOG,,126,14.8,15.0,,False
127,CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,Core,25.7,392.85,373.21,22.5,11.8,10.0,0.0,ok,False,44.3,12.8,8.2,25.4,79.7,32.1,74.2,22.9,18.8,0.191,0.21,MSFT,,126,11.8,17.0,,False
128,OMC,Omnicom Group Inc.,Communication Services,Advertising Agencies,Growth,22.7,82.58,78.45,18.5,15.7,10.0,0.0,ok,False,44.2,6.8,22.4,69.2,18.4,2.0,53.3,9.3,5.3,0.139,0.249,MSFT,,126,15.7,13.0,,False
129,YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,Core,41.9,151.92,153.53,16.5,17.7,10.0,0.0,ok,False,44.2,20.4,3.0,15.2,45.7,,29.0,-0.7,-5.2,-0.125,0.168,AVGO,,126,17.7,12.0,,False
130,STX,Seagate Technology Holdings PL,Technology,Computer Hardware,Growth,173.5,764.43,885.37,17.5,16.7,10.0,0.0,ok,False,44.2,13.8,0.9,44.1,41.6,1788.0,39.0,49.5,68.2,0.339,0.424,AVGO,,126,16.7,14.0,,False
131,ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,Core,126.5,353.1,402.9,18.0,16.1,10.0,0.0,ok,False,44.1,29.3,2.1,18.5,66.7,17.4,33.8,-26.8,-37.2,0.334,0.367,MSFT,,126,16.1,17.0,,False
132,TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,Core,25.5,118.87,112.93,19.5,14.6,10.0,0.0,ok,False,44.1,11.5,7.4,5.3,52.0,18.7,53.3,18.5,11.2,0.43,0.401,BMNR,,126,14.6,15.0,,False
133,HPE,Hewlett Packard Enterprise Com,Technology,Communication Equipment,Growth,58.8,44.44,45.32,17.5,16.6,10.0,0.0,ok,False,44.1,11.1,6.5,40.0,33.8,6.3,37.7,53.0,101.8,0.288,0.475,AVGO,,126,16.6,13.0,,False
134,NTRS,Northern Trust Corporation,Financial Services,Asset Management,Growth,21.8,177.65,175.09,17.5,16.6,10.0,0.0,ok,False,44.1,14.1,,36.4,0.0,17.1,42.7,18.8,14.6,0.328,0.314,BMNR,,126,16.6,14.0,,False
135,APP,Applovin Corporation,Communication Services,Advertising Agencies,Growth,134.2,399.46,494.01,22.0,12.0,10.0,0.0,ok,True,44.0,18.4,2.4,59.0,88.4,266.4,20.0,-23.5,-31.2,0.465,0.39,BMNR,,126,15.5,15.0,,False
136,KLIC,"Kulicke and Soffa Industries, ",Technology,Semiconductor Equipment & Mate,Growth,4.3,82.86,109.34,14.0,20.0,10.0,0.0,ok,False,44.0,19.6,-0.0,49.8,49.8,6.4,27.5,14.7,37.9,0.3,0.428,AVGO,,126,20.0,14.0,,False
137,AOS,A.O. Smith Corporation,Industrials,Specialty Industrial Machinery,Speculative,8.6,62.04,59.26,18.0,16.0,10.0,0.0,ok,False,44.0,14.9,5.8,-1.9,38.8,28.3,61.2,-5.3,-14.6,0.025,0.167,NVDA,,126,16.0,14.0,,False
138,HCA,"HCA Healthcare, Inc.",Healthcare,Medical Care Facilities,Core,88.4,408.18,387.77,17.0,17.0,10.0,0.0,ok,False,44.0,12.7,4.1,8.7,42.6,,49.7,-10.5,-21.5,-0.028,0.156,GOOG,,126,17.0,16.0,,False
139,SCHW,Charles Schwab Corporation (Th,Financial Services,Capital Markets,Core,181.7,104.47,99.25,21.5,12.5,10.0,0.0,ok,False,44.0,13.3,,20.9,97.5,20.3,57.4,9.9,-3.2,0.214,0.281,MSFT,,126,12.5,16.0,,False
140,JPM,JP Morgan Chase & Co.,Financial Services,Banks - Diversified,Growth,916.3,344.71,327.47,19.0,14.9,10.0,0.0,ok,False,43.9,13.9,,30.4,0.0,17.8,58.5,11.6,10.9,0.201,0.283,BMNR,,126,14.9,14.0,,False
141,KEY,KeyCorp,Financial Services,Banks - Regional,Core,23.8,22.18,22.43,17.5,16.4,10.0,0.0,ok,False,43.9,10.4,,10.1,0.0,10.3,36.5,8.3,1.3,0.175,0.224,GOOG,,126,16.4,14.0,,False
142,AMP,"Ameriprise Financial, Inc.",Financial Services,Asset Management,Core,47.8,540.29,513.28,22.5,11.4,10.0,0.0,ok,False,43.9,10.5,,11.6,54.9,63.4,74.1,14.1,4.0,0.236,0.233,BMNR,,126,11.4,15.0,,False
143,CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,Core,74.8,93.49,90.39,19.5,14.4,10.0,0.0,ok,False,43.9,23.1,4.4,8.4,60.1,363.6,59.1,10.1,6.5,-0.136,0.291,AVGO,,126,14.4,18.0,,False
144,PODD,Insulet Corporation,Healthcare,Medical Devices,Growth,11.8,170.62,162.09,20.5,13.3,10.0,0.0,ok,False,43.8,21.2,2.1,33.9,71.0,23.0,66.7,-27.0,-38.8,0.074,0.195,MSFT,,126,13.3,17.0,,False
145,VEEV,Veeva Systems Inc.,Healthcare,Health Information Services,Core,33.8,207.91,197.51,18.0,15.8,10.0,0.0,ok,False,43.8,20.7,3.7,16.3,75.0,13.9,63.9,1.6,-9.5,0.308,0.652,MSFT,,126,15.8,19.0,,False
146,CMCSA,Comcast Corporation,Communication Services,Telecom Services,Core,87.3,24.61,23.63,18.0,15.7,10.0,0.0,ok,False,43.7,6.8,14.5,-1.2,69.4,11.5,58.7,-6.8,-16.0,-0.061,0.135,NVDA,,126,15.7,17.0,,False
147,MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,Core,11.7,45.83,45.72,16.0,17.7,10.0,0.0,ok,False,43.7,20.8,4.5,4.2,44.2,13.5,44.7,20.4,35.1,0.217,0.287,MSFT,,126,17.7,12.0,,False
148,KVUE,Kenvue Inc.,Consumer Defensive,Household & Personal Products,Core,38.0,19.79,18.8,18.5,15.2,10.0,0.0,ok,False,43.7,15.9,4.9,4.5,58.6,15.7,61.2,14.8,12.0,-0.093,0.238,AVGO,,126,15.2,17.0,,False
149,PLTR,Palantir Technologies Inc.,Technology,Software - Infrastructure,Growth,294.9,123.0,131.22,20.0,15.7,10.0,-2.0,ok,False,43.7,58.7,0.6,84.7,84.1,32.6,43.1,-19.8,-26.7,0.549,0.574,MSFT,,126,15.7,17.0,,False
150,UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,Core,88.9,104.56,108.39,15.5,18.1,10.0,0.0,ok,False,43.6,13.0,5.6,7.6,20.9,29.6,39.5,3.5,-0.9,0.033,0.13,GOOG,,126,18.1,14.0,,False
151,DASH,"DoorDash, Inc.",Consumer Cyclical,Internet Retail,Growth,84.3,193.53,183.85,16.5,17.1,10.0,0.0,ok,False,43.6,24.9,2.7,33.1,51.8,9.9,50.9,0.9,-11.2,0.45,0.513,MSFT,,126,17.1,12.0,,False
152,ELV,"Elevance Health, Inc.",Healthcare,Healthcare Plans,Core,81.5,375.98,396.98,16.0,17.6,10.0,0.0,ok,False,43.6,12.7,5.3,1.4,26.0,11.1,31.9,7.9,6.3,0.06,0.118,GOOG,,126,17.6,15.0,,False
153,BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,Core,128.9,63.1,59.94,20.5,13.1,10.0,0.0,ok,False,43.6,10.2,7.6,2.6,72.0,38.7,69.6,16.2,13.2,-0.109,0.238,AVGO,,126,13.1,17.0,,False
154,IT,"Gartner, Inc.",Technology,Information Technology Service,Core,11.1,165.65,157.37,19.5,14.1,10.0,0.0,ok,False,43.6,10.8,9.6,-1.5,69.0,94.9,72.6,-10.5,-31.5,0.117,0.515,MSFT,,126,14.1,17.0,,False
155,DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,Core,26.7,197.99,214.53,16.0,17.6,10.0,0.0,ok,False,43.6,17.0,3.4,6.9,40.1,14.9,38.2,-3.7,-8.3,0.152,0.216,GOOG,,126,17.6,15.0,,False
156,HIG,"The Hartford Insurance Group, ",Financial Services,Insurance - Diversified,Core,39.9,145.68,138.4,20.0,13.6,10.0,0.0,ok,False,43.6,10.6,13.8,8.1,37.9,22.1,63.7,8.9,7.6,-0.208,0.293,AVGO,,126,13.6,14.0,,False
157,CSX,CSX Corporation,Industrials,Railroads,Core,94.0,50.74,48.2,19.0,14.6,10.0,0.0,ok,False,43.6,22.4,2.1,10.1,47.1,24.4,57.4,23.8,31.8,-0.036,0.189,MSFT,,126,14.6,15.0,,False
158,GL,Globe Life Inc.,Financial Services,Insurance - Life,Core,14.0,179.68,170.7,17.5,16.0,10.0,0.0,ok,False,43.5,10.9,,8.0,33.9,,51.4,21.8,25.4,0.035,0.246,GOOG,,126,16.0,14.0,,False
159,KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,Core,37.6,113.21,107.55,17.0,16.5,10.0,0.0,ok,False,43.5,15.0,2.8,2.7,37.1,111.7,58.1,11.3,11.9,-0.099,0.24,AVGO,,126,16.5,16.0,,False
160,PEP,"Pepsico, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,Core,196.0,143.5,141.51,17.0,16.5,10.0,0.0,ok,False,43.5,16.0,4.0,6.4,54.2,51.5,62.2,-2.8,-6.3,-0.177,0.292,AVGO,,126,16.5,17.0,,False
161,PH,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery,Core,119.9,951.07,925.13,18.5,15.0,10.0,0.0,ok,False,43.5,27.9,2.3,10.6,37.4,24.8,50.7,5.4,-0.6,0.047,0.289,NVDA,,126,15.0,14.0,,False
162,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,Core,72.1,434.2,412.49,17.0,16.5,10.0,0.0,ok,False,43.5,23.4,2.5,7.4,51.5,99.3,60.6,4.8,2.9,0.002,0.156,AVGO,,126,16.5,14.0,,False
163,UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,Core,38.8,119.42,117.05,15.5,18.0,10.0,0.0,ok,False,43.5,7.7,2.3,16.0,31.8,23.3,35.1,13.4,9.0,0.365,0.314,GOOG,,126,18.0,14.0,,False
164,PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,Core,49.9,58.35,55.43,20.0,13.4,10.0,0.0,ok,False,43.4,10.1,9.3,4.8,40.5,24.5,89.0,12.2,3.7,0.309,0.404,MSFT,,126,13.4,17.0,,False
165,ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,Core,20.5,296.8,284.61,18.0,15.4,10.0,0.0,ok,False,43.4,48.2,4.8,6.4,68.9,10.6,58.7,14.6,18.4,0.006,0.204,AVGO,,126,15.4,17.0,,False
166,CCL,Carnival Corporation Ltd.,Consumer Cyclical,Travel Services,Core,38.1,27.81,27.48,17.5,15.9,10.0,0.0,ok,False,43.4,10.5,5.0,5.3,55.7,26.7,59.1,0.1,-7.0,0.333,0.416,GOOG,,126,15.9,14.0,,False
167,URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,Core,65.7,1055.11,1055.67,18.0,15.4,10.0,0.0,ok,False,43.4,18.7,2.6,11.8,38.5,28.9,45.3,17.2,12.5,0.045,0.109,AVGO,,126,15.4,16.0,,False
168,NTAP,"NetApp, Inc.",Technology,Software - Infrastructure,Core,34.0,173.23,164.57,19.0,14.4,10.0,0.0,ok,False,43.4,17.6,3.8,12.5,70.7,106.7,51.7,44.9,71.0,0.293,0.293,AVGO,,126,14.4,17.0,,False
169,EFX,"Equifax, Inc.",Industrials,Consulting Services,Core,22.0,187.05,177.7,18.0,15.4,10.0,0.0,ok,False,43.4,18.4,4.3,10.6,55.5,14.3,65.9,-2.4,-13.2,0.132,0.391,MSFT,,126,15.4,17.0,,False
170,AFL,AFLAC Incorporated,Financial Services,Insurance - Life,Core,65.5,128.67,122.24,20.5,12.8,10.0,0.0,ok,False,43.3,17.1,7.5,27.9,50.0,16.5,71.6,14.5,14.5,-0.275,0.309,AVGO,,126,12.8,15.0,,False
171,OXY,Occidental Petroleum Corporati,Energy,Oil & Gas E&P,Cyclical,55.7,56.03,54.82,16.0,17.3,10.0,0.0,ok,False,43.3,14.3,5.4,-8.3,69.8,4.1,63.9,12.6,21.3,-0.251,0.377,GOOG,,126,17.3,14.0,,False
172,T,AT&T Inc.,Communication Services,Telecom Services,Core,164.0,23.94,22.74,19.0,14.3,10.0,0.0,ok,False,43.3,9.3,6.2,2.3,59.7,18.3,78.1,-2.9,-3.0,-0.264,0.215,GOOG,,126,14.3,16.0,,False
173,JCI,Johnson Controls International,Industrials,Building Products & Equipment,Core,85.1,139.42,141.63,16.0,17.3,10.0,0.0,ok,False,43.3,24.2,3.4,8.2,36.6,13.4,47.0,7.4,15.3,0.149,0.353,AVGO,,126,17.3,14.0,,False
174,C,"Citigroup, Inc.",Financial Services,Banks - Diversified,Core,213.2,127.13,134.7,16.0,17.3,10.0,0.0,ok,False,43.3,9.9,,14.5,0.0,8.5,28.4,7.9,7.6,0.396,0.372,BMNR,,126,17.3,14.0,,False
175,VLTO,Veralto Corp,Industrials,Pollution & Treatment Controls,Core,24.1,98.83,93.89,19.5,13.7,10.0,0.0,ok,False,43.2,20.9,3.2,6.8,59.9,36.5,68.1,5.5,-4.4,0.1,0.186,MSFT,,126,13.7,15.0,,False
176,PSA,Public Storage,Real Estate,REIT - Industrial,Core,61.5,329.44,314.81,18.0,15.2,10.0,0.0,ok,False,43.2,33.8,3.8,3.2,74.8,20.2,59.0,13.9,17.8,0.007,0.135,GOOG,,126,15.2,17.0,,False
177,HWM,Howmet Aerospace Inc.,Industrials,Aerospace & Defense,Core,109.1,272.79,268.34,17.0,16.2,10.0,0.0,ok,False,43.2,45.1,1.1,19.1,35.0,33.8,49.1,16.0,24.7,0.253,0.329,NVDA,,126,16.2,14.0,,False
178,ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,Core,90.8,153.01,145.36,20.5,12.7,10.0,0.0,ok,False,43.2,25.4,3.5,17.9,82.9,32.3,59.4,15.7,11.5,0.466,0.426,MSFT,,126,12.7,15.0,,False
179,CPRT,"Copart, Inc.",Industrials,Specialty Business Services,Core,28.5,30.82,30.12,17.0,16.2,10.0,0.0,ok,False,43.2,18.3,3.5,2.1,47.5,17.6,67.9,-14.4,-29.0,0.071,0.305,MSFT,,126,16.2,17.0,,False
180,BSX,Boston Scientific Corporation,Healthcare,Medical Devices,Core,68.4,46.04,47.01,19.5,13.7,10.0,0.0,ok,False,43.2,12.4,4.1,11.6,68.9,14.7,55.8,-37.5,-55.8,0.07,0.094,GOOG,,126,13.7,17.0,,False
181,ERIE,Erie Indemnity Company,Financial Services,Insurance Brokers,Core,13.0,248.55,236.12,16.0,17.2,10.0,0.0,ok,False,43.2,17.7,3.4,2.3,17.9,25.9,50.3,-3.7,-12.9,-0.219,0.335,AVGO,,126,17.2,14.0,,False
182,PFG,Principal Financial Group Inc,Financial Services,Asset Management,Core,24.3,113.18,108.27,18.0,15.2,10.0,0.0,ok,False,43.2,11.0,,6.4,47.3,12.9,54.2,21.1,17.5,0.206,0.242,GOOG,,126,15.2,15.0,,False
183,CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,Core,43.9,34.24,32.62,17.0,16.1,10.0,0.0,ok,False,43.1,25.3,2.5,7.4,39.6,49.2,48.2,-2.1,-17.4,0.19,0.255,MSFT,,126,16.1,11.0,,False
184,ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty,Core,32.7,77.93,76.8,19.5,13.6,10.0,0.0,ok,False,43.1,10.5,5.5,2.9,71.8,67.7,65.3,-29.0,-40.2,0.069,0.132,GOOG,,126,13.6,17.0,,False
185,BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,Core,30.9,209.23,199.95,18.0,15.1,10.0,0.0,ok,False,43.1,12.6,6.2,1.9,78.7,7.7,56.7,14.5,14.8,-0.093,0.125,GOOG,,126,15.1,17.0,,False
186,NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,Core,17.1,6381.79,6366.95,16.0,17.1,10.0,0.0,ok,False,43.1,15.6,,-10.9,21.8,31.5,47.3,-8.2,-21.2,-0.018,0.205,GOOG,,126,17.1,11.0,,False
187,DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,Core,41.2,147.16,150.59,15.0,18.1,10.0,0.0,ok,False,43.1,12.5,5.9,0.0,21.3,12.6,46.6,-1.7,-6.3,0.059,0.185,GOOG,,126,18.1,11.0,,False
188,MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,Core,95.1,97.23,93.09,18.0,15.1,10.0,0.0,ok,False,43.1,37.5,1.8,26.9,55.5,26.7,51.8,21.1,15.3,0.091,0.178,GOOG,,126,15.1,17.0,,False
189,CBOE,"Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchang,Core,32.2,307.81,292.42,18.5,14.5,10.0,0.0,ok,False,43.0,20.5,3.1,6.5,54.1,25.1,82.8,10.9,12.0,-0.062,0.173,AVGO,,126,14.5,15.0,,False
190,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,Cyclical,26.1,31.19,36.61,15.5,17.5,10.0,0.0,ok,False,43.0,10.7,7.9,3.7,15.1,14.9,29.6,-6.7,-10.5,-0.048,0.148,GOOG,,126,17.5,14.0,,False
191,ALL,Allstate Corporation (The),Financial Services,Insurance - Property & Casualt,Core,70.6,274.39,260.67,21.0,12.0,10.0,0.0,ok,False,43.0,10.4,17.6,3.0,34.4,45.2,70.2,29.5,35.6,-0.344,0.385,NVDA,,126,12.0,14.0,,False
192,GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,Core,64.2,1358.92,1327.28,17.0,15.9,10.0,0.0,ok,False,42.9,26.9,1.8,10.1,39.2,46.1,48.6,20.6,22.7,0.042,0.149,NVDA,,126,15.9,14.0,,False
193,ACGL,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Core,35.7,104.55,99.32,19.0,13.9,10.0,0.0,ok,False,42.9,10.7,14.8,-3.3,39.4,21.3,56.1,10.4,6.2,-0.313,0.398,AVGO,,126,13.9,14.0,,False
194,FICO,Fair Isaac Corporation,Technology,Software - Application,Growth,31.8,1373.08,1304.43,18.5,14.4,10.0,0.0,ok,False,42.9,25.2,2.3,38.7,84.2,,61.4,-0.6,-14.8,0.095,0.337,MSFT,,126,14.4,17.0,,False
195,FITB,Fifth Third Bancorp,Financial Services,Banks - Regional,Growth,51.3,56.57,53.97,18.0,14.8,10.0,0.0,ok,False,42.8,11.5,,51.8,0.0,8.4,50.2,16.9,10.8,0.121,0.17,GOOG,,126,14.8,14.0,,False
196,KR,Kroger Company (The),Consumer Defensive,Grocery Stores,Core,36.7,59.87,60.75,14.0,18.8,10.0,0.0,ok,False,42.8,10.8,8.2,2.2,24.0,13.8,50.0,-7.7,-7.0,-0.295,0.345,AVGO,,126,18.8,16.0,,False
197,REGN,"Regeneron Pharmaceuticals, Inc",Healthcare,Biotechnology,Core,72.9,695.42,660.65,18.5,14.3,10.0,0.0,ok,False,42.8,12.7,4.5,19.0,43.9,14.5,62.2,-1.6,-12.0,0.113,0.22,BMNR,,126,14.3,16.0,,False
198,ICE,Intercontinental Exchange Inc.,Financial Services,Financial Data & Stock Exchang,Core,87.2,154.28,146.57,20.5,12.3,10.0,0.0,ok,False,42.8,17.7,4.3,20.4,100.0,13.9,82.7,0.3,-14.8,0.182,0.281,MSFT,,126,12.3,16.0,,False
199,AMT,American Tower Corporation (RE,Real Estate,REIT - Specialty,Core,83.5,179.26,175.99,18.0,14.7,10.0,0.0,ok,False,42.7,25.8,3.5,4.7,73.8,33.9,72.2,1.8,-1.9,-0.113,0.363,AVGO,,126,14.7,17.0,,False
200,HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,Core,13.5,95.17,90.41,20.5,12.2,10.0,0.0,ok,False,42.7,14.6,5.4,16.2,63.8,159.6,83.2,10.3,2.6,0.109,0.19,GOOG,,126,12.2,13.0,,False
201,CCI,Crown Castle Inc.,Real Estate,REIT - Specialty,Core,34.6,79.09,83.56,15.5,17.2,10.0,0.0,ok,False,42.7,27.2,3.0,-4.9,73.7,,56.4,-7.6,-9.4,-0.011,0.29,AVGO,,126,17.2,17.0,,False
202,PNC,"PNC Financial Services Group, ",Financial Services,Banks - Regional,Core,99.1,248.49,236.29,18.5,14.2,10.0,0.0,ok,False,42.7,11.6,,23.6,0.0,12.6,49.1,16.8,9.2,0.093,0.196,GOOG,,126,14.2,14.0,,False
203,CVNA,Carvana Co.,Consumer Cyclical,Auto & Truck Dealerships,Growth,72.7,66.32,66.82,15.5,17.2,10.0,0.0,ok,False,42.7,34.5,0.3,52.0,20.1,60.2,48.5,-8.3,-24.0,0.407,0.372,GOOG,,126,17.2,11.0,,False
